sample	ampliconID	Freq	width	FreqNorm	comparison	stage	index	group
CURTIS_H001591_T01_01_WG01	amplicon2	12	9276596	1.29357794604831	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001596_T01_01_WG01	amplicon1	0	8996477	0	ecdna	a	a ecdna	HER2+
CURTIS_H001597_T01_01_WG01	amplicon1	0	28041182	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001600_T01_01_WG01	amplicon1	0	1159996	0	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001606_T01_01_WG01	amplicon1	0	3140414	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001618_T01_01_WG01	amplicon2	0	2382721	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001620_T01_01_WG01	amplicon1	2	6111767	0.327237605752968	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001626_T01_01_WG01	amplicon1	0	18126401	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001627_T01_01_WG01	amplicon1	0	875674	0	ecdna	a	a ecdna	HER2+
CURTIS_H001629_T01_01_WG01	amplicon1	4	8390344	0.476738498445356	noncyclic	a	a noncyclic	HER2+
CURTIS_H001630_T01_01_WG01	amplicon4	0	26519198	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001630_T01_01_WG01	amplicon1	0	789839	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001631_T01_01_WG01	amplicon1	4	67618449	0.0591554532698613	ecdna	a	a ecdna	ER+ High
CURTIS_H001634_T01_01_WG01	amplicon1	0	4927969	0	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001635_T01_01_WG01	amplicon1	0	8526334	0	ecdna	a	a ecdna	IC10
CURTIS_H001636_T01_01_WG01	amplicon2	12	13199298	0.909139258769671	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001636_T01_01_WG01	amplicon5	0	3762121	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001637_T01_01_WG01	amplicon2	3	44631595	0.0672169569561652	ecdna	a	a ecdna	HER2+
CURTIS_H001637_T01_01_WG01	amplicon1	4	19205042	0.208278638495037	ecdna	a	a ecdna	HER2+
CURTIS_H001641_T01_01_WG01	amplicon1	0	2399591	0	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001647_T01_01_WG01	amplicon8	0	176428	0	ecdna	a	a ecdna	IC10
CURTIS_H001647_T01_01_WG01	amplicon1	0	2733240	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001647_T01_01_WG01	amplicon2	3	21365219	0.140415129842573	ecdna	a	a ecdna	IC10
CURTIS_H001648_T01_01_WG01	amplicon2	1	9286621	0.107681792979384	ecdna	a	a ecdna	IC10
CURTIS_H001649_T01_01_WG01	amplicon1	0	12343593	0	ecdna	a	a ecdna	IC10
CURTIS_H001651_T01_01_WG01	amplicon1	4	3927768	1.01839008821295	ecdna	a	a ecdna	HER2+
CURTIS_H001653_T01_01_WG01	amplicon1	3	7956037	0.377072152882145	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001654_T01_01_WG01	amplicon2	0	1544288	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001654_T01_01_WG01	amplicon1	6	50924132	0.11782233224908	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001655_T01_01_WG01	amplicon1	0	9788215	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001656_T01_01_WG01	amplicon1	4	9238398	0.432975500730754	ecdna	a	a ecdna	HER2+
CURTIS_H001657_T01_01_WG01	amplicon1	0	3906042	0	ecdna	a	a ecdna	IC4ER-
CURTIS_H001658_T01_01_WG01	amplicon3	0	6297963	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001658_T01_01_WG01	amplicon1	0	50207042	0	ecdna	a	a ecdna	HER2+
CURTIS_H001660_T01_01_WG01	amplicon5	0	17677416	0	ecdna	a	a ecdna	IC10
CURTIS_H001662_T01_01_WG01	amplicon4	0	2478877	0	ecdna	a	a ecdna	IC10
CURTIS_H001664_T01_01_WG01	amplicon1	2	14485078	0.138073126012853	ecdna	a	a ecdna	ER+ High
CURTIS_H001673_T01_01_WG01	amplicon1	6	78837465	0.0761059478510629	ecdna	a	a ecdna	HER2+
CURTIS_H001675_T01_01_WG01	amplicon3	0	427387	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001675_T01_01_WG01	amplicon2	1	23272789	0.0429686360324068	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001676_T01_01_WG01	amplicon1	2	6657641	0.300406705618401	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001678_T01_01_WG01	amplicon1	2	14213372	0.140712562789463	ecdna	a	a ecdna	ER+ High
CURTIS_H001678_T01_01_WG01	amplicon2	2	6330301	0.315940742786165	ecdna	a	a ecdna	ER+ High
CURTIS_H001680_T01_01_WG01	amplicon1	12	16948329	0.708034402683592	ecdna	a	a ecdna	ER+ High
CURTIS_H001681_T01_01_WG01	amplicon1	16	13751382	1.16351941935727	ecdna	a	a ecdna	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon2	2	1205452	1.65912869197612	ecdna	a	a ecdna	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon5	0	1417515	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon4	0	1760638	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon1	1	24714595	0.0404619213869376	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001683_T01_01_WG01	amplicon2	1	43334732	0.0230761782488928	noncyclic	a	a noncyclic	IC10
CURTIS_H001683_T01_01_WG01	amplicon1	0	24183435	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001683_T01_01_WG01	amplicon3	0	3615185	0	ecdna	a	a ecdna	IC10
CURTIS_H001684_T01_01_WG01	amplicon2	0	816521	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001684_T01_01_WG01	amplicon1	4	13412655	0.29822581733445	ecdna	a	a ecdna	HER2+
CURTIS_H001687_T01_01_WG01	amplicon1	4	30223886	0.132345655353517	ecdna	a	a ecdna	HER2+
CURTIS_H001688_T01_01_WG01	amplicon1	0	2824450	0	ecdna	a	a ecdna	HER2+
CURTIS_H001690_T01_01_WG01	amplicon1	0	27372912	0	ecdna	a	a ecdna	HER2+
CURTIS_H001692_T01_01_WG01	amplicon1	2	9319588	0.214601761365417	ecdna	a	a ecdna	ER+ High
CURTIS_H001693_T01_01_WG01	amplicon2	0	18024542	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001695_T01_01_WG01	amplicon1	4	11172293	0.358028562265598	ecdna	a	a ecdna	HER2+
CURTIS_H001697_T01_01_WG01	amplicon1	0	2293490	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001698_T01_01_WG01	amplicon1	5	47368480	0.105555424197694	ecdna	a	a ecdna	HER2+
CURTIS_H001698_T01_01_WG01	amplicon2	0	2373447	0	ecdna	a	a ecdna	HER2+
CURTIS_H001698_T01_01_WG01	amplicon3	1	8308581	0.12035749546162	noncyclic	a	a noncyclic	HER2+
CURTIS_H001699_T01_01_WG01	amplicon2	0	5301244	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001699_T01_01_WG01	amplicon1	0	21776236	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001700_T01_01_WG01	amplicon1	0	8736165	0	ecdna	a	a ecdna	HER2+
CURTIS_H001700_T01_01_WG01	amplicon2	1	2788030	0.358676197888832	noncyclic	a	a noncyclic	HER2+
CURTIS_H001701_T01_01_WG01	amplicon1	2	13912348	0.143757186062338	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001710_T01_01_WG01	amplicon2	1	12595124	0.0793958042810853	ecdna	a	a ecdna	IC10
CURTIS_H001712_T01_01_WG01	amplicon1	5	4480973	1.11582908444215	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001713_T01_01_WG01	amplicon1	0	1588863	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001715_T01_01_WG01	amplicon1	2	26336772	0.0759394507421031	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001716_T01_01_WG01	amplicon1	2	8533030	0.23438333159499	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001717_T01_01_WG01	amplicon1	3	5002055	0.599753501310961	ecdna	a	a ecdna	ER+ High
CURTIS_H001717_T01_01_WG01	amplicon2	2	2902801	0.688989703393378	ecdna	a	a ecdna	ER+ High
CURTIS_H001722_T01_01_WG01	amplicon1	0	925098	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001727_T01_01_WG01	amplicon1	5	19127385	0.261405309716932	ecdna	a	a ecdna	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon2	0	11131345	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon6	1	17596303	0.056830119372234	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon7	0	3664953	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon5	1	8316703	0.120239955665124	ecdna	a	a ecdna	ER+ High
CURTIS_H001730_T01_01_WG01	amplicon1	5	50527280	0.0989564449145096	ecdna	a	a ecdna	ER+ High
CURTIS_H001731_T01_01_WG01	amplicon1	0	2374229	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001736_T01_01_WG01	amplicon1	12	13786761	0.870400233963583	ecdna	a	a ecdna	ER+ High
CURTIS_H001742_T01_01_WG01	amplicon1	0	11126460	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001742_T01_01_WG01	amplicon2	0	28734312	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001743_T01_01_WG01	amplicon1	14	13265773	1.05534747202443	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001744_T01_01_WG01	amplicon1	4	14792574	0.270405948281888	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001746_T01_01_WG01	amplicon2	0	5771290	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001746_T01_01_WG01	amplicon5	2	7000673	0.285686818967262	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001747_T01_01_WG01	amplicon1	2	10965815	0.182384984608987	ecdna	a	a ecdna	ER+ High
CURTIS_H001752_T01_01_WG01	amplicon2	0	21226235	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H002039_T01_01_WG01	amplicon1	0	28463048	0	ecdna	a	a ecdna	IC10
CURTIS_H002041_T01_01_WG01	amplicon1	0	6298323	0	noncyclic	a	a noncyclic	IC10
CURTIS_H002041_T01_01_WG01	amplicon2	0	18204767	0	ecdna	a	a ecdna	IC10
CURTIS_H002045_T01_01_WG01	amplicon1	0	1955197	0	ecdna	a	a ecdna	IC10
CURTIS_H002047_T01_01_WG01	amplicon1	2	4012966	0.498384486686406	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H002049_T01_01_WG01	amplicon1	0	5331562	0	ecdna	a	a ecdna	ER+ High
CURTIS_H002052_T01_01_WG01	amplicon1	1	50169174	0.0199325585866732	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H002055_T01_01_WG01	amplicon1	1	11858729	0.0843260690079013	noncyclic	a	a noncyclic	IC10
CURTIS_H002063_T01_01_WG01	amplicon1	0	1553565	0	ecdna	a	a ecdna	IC10
CURTIS_H002066_T01_01_WG01	amplicon1	0	7255596	0	noncyclic	a	a noncyclic	IC10
CURTIS_H002079_T01_01_WG01	amplicon1	0	1798820	0	ecdna	a	a ecdna	IC4ER-
CURTIS_H002079_T01_01_WG01	amplicon2	0	68878621	0	ecdna	a	a ecdna	IC4ER-
CURTIS_H002084_T01_01_WG01	amplicon2	0	3109400	0	ecdna	a	a ecdna	ER+ High
CURTIS_H002084_T01_01_WG01	amplicon1	10	2632323	3.79892589169338	noncyclic	a	a noncyclic	ER+ High
CURTIS_H002090_T01_01_WG01	amplicon1	1	32214854	0.0310415810048371	ecdna	a	a ecdna	IC4ER-
CURTIS_H002097_T01_01_WG01	amplicon1	2	8240616	0.242700302987058	ecdna	a	a ecdna	ER+ High
CURTIS_H003221_T01_01_WG01	amplicon1	11	12231652	0.899306160770434	ecdna	b	b ecdna	IC10
CURTIS_H003221_T01_01_WG01	amplicon2	0	1022486	0	ecdna	b	b ecdna	IC10
CURTIS_H003222_T01_01_WG01	amplicon1	0	6722818	0	ecdna	b	b ecdna	HER2+
CURTIS_H003223_T01_01_WG01	amplicon1	17	38687245	0.439421313148558	ecdna	a	a ecdna	ER+ High
CURTIS_H003224_T01_01_WG01	amplicon3	0	5611235	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H003224_T01_01_WG01	amplicon2	7	37191887	0.18821309066679	ecdna	b	b ecdna	HER2+
CURTIS_H004004_T01_01_WG01	amplicon2	0	990904	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004006_T01_01_WG01	amplicon1	2	5624615	0.355579893023789	ecdna	b	b ecdna	ER+ High
CURTIS_H004006_T01_01_WG01	amplicon2	8	24438656	0.327350243810462	ecdna	b	b ecdna	ER+ High
CURTIS_H004007_T01_01_WG01	amplicon2	0	2192988	0	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004008_T02_01_WG01	amplicon1	0	10014126	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004008_T02_01_WG01	amplicon2	2	10901215	0.183465787987853	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004009_T01_01_WG01	amplicon1	0	18192756	0	ecdna	b	b ecdna	IC10
CURTIS_H004012_T01_01_WG01	amplicon2	0	5519327	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004012_T01_01_WG01	amplicon1	0	2131147	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004014_T01_01_WG01	amplicon1	0	2715471	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004014_T01_01_WG01	amplicon2	14	35687965	0.392289109227719	ecdna	b	b ecdna	ER+ High
CURTIS_H004017_T01_01_WG01	amplicon1	3	22150041	0.135439929885457	ecdna	b	b ecdna	ER+ High
CURTIS_H004018_T01_01_WG01	amplicon2	3	28635086	0.10476657901429	noncyclic	a	a noncyclic	HER2+
CURTIS_H004018_T01_01_WG01	amplicon1	0	13671560	0	ecdna	a	a ecdna	HER2+
CURTIS_H004019_T01_01_WG01	amplicon2	1	22050364	0.0453507252760091	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004019_T01_01_WG01	amplicon1	16	10000819	1.5998689707313	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004020_T01_01_WG01	amplicon1	12	17156327	0.699450412667	ecdna	b	b ecdna	ER+ High
CURTIS_H004022_T01_01_WG01	amplicon1	0	1897544	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004023_T01_01_WG01	amplicon2	2	6897360	0.289966015982927	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004023_T01_01_WG01	amplicon1	0	3376381	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004024_T01_01_WG01	amplicon1	2	9409814	0.212544052411663	ecdna	b	b ecdna	ER+ High
CURTIS_H004025_T01_01_WG01	amplicon2	3	18421634	0.16285200324792	noncyclic	b	b noncyclic	IC10
CURTIS_H004025_T01_01_WG01	amplicon3	6	1554599	3.85951618391624	ecdna	b	b ecdna	IC10
CURTIS_H004026_T01_01_WG01	amplicon2	0	27345172	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004026_T01_01_WG01	amplicon1	10	27250271	0.366968827576063	ecdna	b	b ecdna	ER+ High
CURTIS_H004027_T01_01_WG01	amplicon1	0	3804326	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004028_T01_01_WG01	amplicon1	0	5974366	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004029_T01_01_WG01	amplicon2	0	364033	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004030_T01_01_WG01	amplicon1	0	7921140	0	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004030_T01_01_WG01	amplicon3	0	621868	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004031_T01_01_WG01	amplicon3	14	13788132	1.01536596835597	ecdna	b	b ecdna	ER+ High
CURTIS_H004031_T01_01_WG01	amplicon4	0	5480613	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004036_T01_01_WG01	amplicon1	0	1696814	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004040_T01_01_WG01	amplicon4	3	62727035	0.0478262682111469	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004040_T01_01_WG01	amplicon2	0	2511886	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004041_T01_01_WG01	amplicon1	0	9037371	0	ecdna	b	b ecdna	IC10
CURTIS_H004042_T01_01_WG01	amplicon1	10	10194468	0.980924163968144	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004044_T01_01_WG01	amplicon2	0	11618630	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004044_T01_01_WG01	amplicon1	0	855343	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004046_T01_01_WG01	amplicon1	1	2568035	0.389402792407424	noncyclic	b	b noncyclic	HER2+
CURTIS_H004046_T01_01_WG01	amplicon2	2	8459304	0.23642607004075	ecdna	b	b ecdna	HER2+
CURTIS_H004046_T01_01_WG01	amplicon3	0	3466524	0	ecdna	b	b ecdna	HER2+
CURTIS_H004047_T01_01_WG01	amplicon3	0	12450568	0	ecdna	a	a ecdna	IC10
CURTIS_H004047_T01_01_WG01	amplicon1	0	3724398	0	noncyclic	a	a noncyclic	IC10
CURTIS_H004048_T01_01_WG01	amplicon1	0	8635656	0	ecdna	b	b ecdna	IC10
CURTIS_H004049_T01_01_WG01	amplicon1	0	8284955	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004050_T01_01_WG01	amplicon1	14	15665643	0.893675414408461	ecdna	b	b ecdna	ER+ High
CURTIS_H004052_T01_01_WG01	amplicon1	2	48959384	0.0408501871673876	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004054_T01_01_WG01	amplicon1	0	15956397	0	ecdna	b	b ecdna	IC10
CURTIS_H004055_T01_01_WG01	amplicon1	4	62184361	0.0643248549261445	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004055_T01_01_WG01	amplicon5	0	2505368	0	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004058_T02_01_WG01	amplicon4	2	6487488	0.308285734016001	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004058_T02_01_WG01	amplicon1	0	798730	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004058_T02_01_WG01	amplicon2	0	1632027	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004060_T01_01_WG01	amplicon3	1	57450304	0.0174063482762424	ecdna	b	b ecdna	ER+ High
CURTIS_H004060_T01_01_WG01	amplicon2	0	23688296	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004060_T01_01_WG01	amplicon1	0	416654	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004061_T01_01_WG01	amplicon1	2	9168095	0.218147826784081	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004062_T01_01_WG01	amplicon2	2	3343856	0.598111880415903	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004064_T01_01_WG01	amplicon1	0	4815473	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004066_T01_01_WG01	amplicon1	0	8824896	0	ecdna	a	a ecdna	HER2+
CURTIS_H004068_T01_01_WG01	amplicon1	0	2243289	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004068_T01_01_WG01	amplicon2	12	11458805	1.04722961949348	ecdna	b	b ecdna	ER+ High
CURTIS_H004069_T01_01_WG01	amplicon1	5	52595650	0.0950648960512894	ecdna	b	b ecdna	ER+ High
CURTIS_H004070_T02_01_WG01	amplicon1	12	10883487	1.10258780113396	ecdna	b	b ecdna	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon4	0	4844373	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon1	14	18997998	0.736919753334009	ecdna	b	b ecdna	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon2	0	1129022	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon3	0	214629	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004073_T01_01_WG01	amplicon1	2	5668173	0.352847381334338	ecdna	b	b ecdna	ER+ High
CURTIS_H004074_T01_01_WG01	amplicon1	12	25917304	0.463011121835821	ecdna	b	b ecdna	ER+ High
CURTIS_H004076_T01_01_WG01	amplicon1	2	57206900	0.0349608176636035	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004076_T01_01_WG01	amplicon2	0	30612795	0	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004081_T01_01_WG01	amplicon2	4	4108731	0.973536598039638	ecdna	b	b ecdna	ER+ High
CURTIS_H004081_T01_01_WG01	amplicon1	3	29554087	0.101508803164855	ecdna	b	b ecdna	ER+ High
CURTIS_H004082_T02_01_WG01	amplicon1	2	13642694	0.146598611681828	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004083_T01_01_WG01	amplicon2	2	4616523	0.433226478022529	ecdna	b	b ecdna	ER+ High
CURTIS_H004083_T01_01_WG01	amplicon1	2	34471772	0.0580184853856657	ecdna	b	b ecdna	ER+ High
CURTIS_H004084_T01_01_WG01	amplicon1	0	12277312	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004085_T01_01_WG01	amplicon1	2	10469949	0.191022898010296	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004086_T01_01_WG01	amplicon1	2	7656464	0.261217188508951	ecdna	b	b ecdna	ER+ High
CURTIS_H004088_T01_01_WG01	amplicon1	4	24149380	0.165635722324962	ecdna	b	b ecdna	ER+ High
CURTIS_H004088_T01_01_WG01	amplicon4	12	22196035	0.540637100274892	ecdna	b	b ecdna	ER+ High
CURTIS_H004088_T01_01_WG01	amplicon3	0	4085006	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004089_T01_01_WG01	amplicon1	0	6068974	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004091_T01_01_WG01	amplicon1	14	9565310	1.4636221931124	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004092_T02_01_WG01	amplicon1	10	25830453	0.387139939047914	ecdna	b	b ecdna	ER+ High
CURTIS_H004092_T02_01_WG01	amplicon2	0	9948130	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004093_T02_01_WG01	amplicon2	4	25219567	0.158607005425589	ecdna	b	b ecdna	HER2+
CURTIS_H004093_T02_01_WG01	amplicon7	0	1348353	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H004093_T02_01_WG01	amplicon6	0	8481676	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H004096_T01_01_WG01	amplicon1	4	6895721	0.58006987231647	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004099_T01_01_WG01	amplicon1	0	1980276	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004100_T01_01_WG01	amplicon2	0	3583225	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004100_T01_01_WG01	amplicon1	0	6507447	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004101_T01_01_WG01	amplicon3	0	6760334	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004101_T01_01_WG01	amplicon1	2	3908948	0.511646611824972	noncyclic	b	b noncyclic	IC10
CURTIS_H004102_T01_01_WG01	amplicon2	0	3495449	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004103_T01_01_WG01	amplicon2	1	7931647	0.126077219523259	ecdna	b	b ecdna	HER2+
CURTIS_H004108_T01_01_WG01	amplicon1	7	80558704	0.08689315558006	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004109_T02_01_WG01	amplicon2	0	915276	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004110_T01_01_WG01	amplicon1	0	3624628	0	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004111_T01_01_WG01	amplicon1	3	19857421	0.151077020525475	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004112_T01_01_WG01	amplicon1	1	2277245	0.43912710314437	ecdna	b	b ecdna	IC4ER-
CURTIS_H004114_T01_01_WG01	amplicon2	1	54466035	0.0183600660485016	ecdna	b	b ecdna	ER+ High
CURTIS_H004114_T01_01_WG01	amplicon3	0	3480931	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004114_T01_01_WG01	amplicon1	4	15121852	0.264517864610763	ecdna	b	b ecdna	ER+ High
CURTIS_H004115_T01_01_WG01	amplicon1	12	7262247	1.65238114319163	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H004117_T01_01_WG01	amplicon1	2	13348971	0.149824282336069	ecdna	b	b ecdna	ER+ High
CURTIS_H004118_T01_01_WG01	amplicon1	14	12849855	1.08950645746586	ecdna	a	a ecdna	ER+ High
CURTIS_H004119_T01_01_WG01	amplicon2	0	3613925	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004119_T01_01_WG01	amplicon1	0	1232650	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004119_T01_01_WG01	amplicon3	12	14153095	0.84787108402791	noncyclic	b	b noncyclic	IC10
CURTIS_H004120_T01_01_WG01	amplicon2	0	2665482	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004120_T01_01_WG01	amplicon3	0	18368394	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004120_T01_01_WG01	amplicon5	0	2261518	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004123_T01_01_WG01	amplicon1	8	29839296	0.268102839959763	ecdna	b	b ecdna	HER2+
CURTIS_H004131_T01_01_WG01	amplicon1	2	10637543	0.188013341050654	ecdna	b	b ecdna	ER+ High
CURTIS_H004132_T01_01_WG01	amplicon1	0	10614639	0	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004140_T01_01_WG01	amplicon2	3	13135379	0.228390821460119	ecdna	b	b ecdna	HER2+
CURTIS_H004141_T01_01_WG01	amplicon1	0	1010468	0	noncyclic	b	b noncyclic	IC4ER-
CURTIS_H004142_T01_01_WG01	amplicon1	2	17833374	0.112149276968004	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004142_T01_01_WG01	amplicon2	0	39001284	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004146_T01_01_WG01	amplicon1	7	12010615	0.58281778243662	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004146_T01_01_WG01	amplicon2	1	40159604	0.0249006439406126	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004147_T01_01_WG01	amplicon5	8	8579091	0.932499725203987	noncyclic	b	b noncyclic	HER2+
CURTIS_H004147_T01_01_WG01	amplicon4	0	21091680	0	ecdna	b	b ecdna	HER2+
CURTIS_H004147_T01_01_WG01	amplicon6	0	17227215	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H004147_T01_01_WG01	amplicon2	0	4161814	0	ecdna	b	b ecdna	HER2+
CURTIS_H004148_T01_01_WG01	amplicon1	2	3226060	0.619951271830034	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004150_T01_01_WG01	amplicon2	8	102319663	0.0781863403908983	ecdna	b	b ecdna	IC10
CURTIS_H004150_T01_01_WG01	amplicon1	0	8495973	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004150_T01_01_WG01	amplicon3	8	11032269	0.725145480045855	noncyclic	b	b noncyclic	IC10
CURTIS_H004152_T01_01_WG01	amplicon1	2	9031718	0.221441812067206	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004153_T01_01_WG01	amplicon4	0	1270832	0	noncyclic	b	b noncyclic	HER2+
