sample	ampliconID	Freq	width	FreqNorm	comparison	stage	index	group
CURTIS_H001567_T01_01_WG01	amplicon1	467	66279056	7.04596637586389	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001568_T01_01_WG01	amplicon1	27	15332085	1.76101293464	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001570_T01_01_WG01	amplicon1	210	11307697	18.5714208649206	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001579_T01_01_WG01	amplicon1	93	9361198	9.93462588869501	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001581_T01_01_WG01	amplicon2	57	28703065	1.98585063999263	ecdna	a	a ecdna	HER2+
CURTIS_H001581_T01_01_WG01	amplicon3	6	5764283	1.04089268344389	noncyclic	a	a noncyclic	HER2+
CURTIS_H001581_T01_01_WG01	amplicon1	77	11048719	6.96913370681253	noncyclic	a	a noncyclic	HER2+
CURTIS_H001585_T01_01_WG01	amplicon1	101	19077950	5.29406985551383	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001589_T01_01_WG01	amplicon1	15	6832949	2.19524542038877	ecdna	a	a ecdna	ER+ High
CURTIS_H001591_T01_01_WG01	amplicon1	92	15425050	5.96432426475117	ecdna	a	a ecdna	ER+ High
CURTIS_H001591_T01_01_WG01	amplicon3	68	16518258	4.1166568532832	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001591_T01_01_WG01	amplicon2	110	9276596	11.8577978387762	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001596_T01_01_WG01	amplicon1	73	8996477	8.11428740383597	ecdna	a	a ecdna	HER2+
CURTIS_H001597_T01_01_WG01	amplicon1	52	28041182	1.85441540945029	noncyclic	a	a noncyclic	IC10
CURTIS_H001600_T01_01_WG01	amplicon1	7	1159996	6.03450356725368	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001606_T01_01_WG01	amplicon1	0	3140414	0	noncyclic	a	a noncyclic	IC10
CURTIS_H001618_T01_01_WG01	amplicon2	11	2382721	4.61657071893856	noncyclic	a	a noncyclic	IC10
CURTIS_H001620_T01_01_WG01	amplicon1	9	6111767	1.47256922588836	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001626_T01_01_WG01	amplicon1	87	18126401	4.79962900522834	ecdna	a	a ecdna	ER+ High
CURTIS_H001627_T01_01_WG01	amplicon1	0	875674	0	ecdna	a	a ecdna	HER2+
CURTIS_H001629_T01_01_WG01	amplicon1	90	8390344	10.7266162150205	noncyclic	a	a noncyclic	HER2+
CURTIS_H001630_T01_01_WG01	amplicon4	93	26519198	3.50689338342736	ecdna	a	a ecdna	ER+ High
CURTIS_H001630_T01_01_WG01	amplicon1	4	789839	5.06432323549483	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001631_T01_01_WG01	amplicon1	245	67618449	3.623271512779	ecdna	a	a ecdna	ER+ High
CURTIS_H001634_T01_01_WG01	amplicon1	24	4927969	4.87016050628565	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001635_T01_01_WG01	amplicon1	28	8526334	3.28394360342909	ecdna	a	a ecdna	IC10
CURTIS_H001636_T01_01_WG01	amplicon2	71	13199298	5.37907394772055	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001636_T01_01_WG01	amplicon5	58	3762121	15.4168353436798	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001637_T01_01_WG01	amplicon2	160	44631595	3.58490437099548	ecdna	a	a ecdna	HER2+
CURTIS_H001637_T01_01_WG01	amplicon1	242	19205042	12.6008576289497	ecdna	a	a ecdna	HER2+
CURTIS_H001641_T01_01_WG01	amplicon1	30	2399591	12.5021305714182	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001647_T01_01_WG01	amplicon8	0	176428	0	ecdna	a	a ecdna	IC10
CURTIS_H001647_T01_01_WG01	amplicon1	11	2733240	4.02452766679838	noncyclic	a	a noncyclic	IC10
CURTIS_H001647_T01_01_WG01	amplicon2	124	21365219	5.80382536682634	ecdna	a	a ecdna	IC10
CURTIS_H001648_T01_01_WG01	amplicon2	11	9286621	1.18449972277322	ecdna	a	a ecdna	IC10
CURTIS_H001649_T01_01_WG01	amplicon1	74	12343593	5.9950129593547	ecdna	a	a ecdna	IC10
CURTIS_H001651_T01_01_WG01	amplicon1	79	3927768	20.1132042422058	ecdna	a	a ecdna	HER2+
CURTIS_H001653_T01_01_WG01	amplicon1	153	7956037	19.2306797969894	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001654_T01_01_WG01	amplicon2	25	1544288	16.188690192503	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001654_T01_01_WG01	amplicon1	313	50924132	6.146398332327	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001655_T01_01_WG01	amplicon1	323	9788215	32.9988664940441	noncyclic	a	a noncyclic	IC10
CURTIS_H001656_T01_01_WG01	amplicon1	132	9238398	14.2881915241149	ecdna	a	a ecdna	HER2+
CURTIS_H001657_T01_01_WG01	amplicon1	100	3906042	25.6013632213888	ecdna	a	a ecdna	IC4ER-
CURTIS_H001658_T01_01_WG01	amplicon3	2	6297963	0.31756299616241	noncyclic	a	a noncyclic	HER2+
CURTIS_H001658_T01_01_WG01	amplicon1	120	50207042	2.39010296603413	ecdna	a	a ecdna	HER2+
CURTIS_H001660_T01_01_WG01	amplicon5	31	17677416	1.75364996784598	ecdna	a	a ecdna	IC10
CURTIS_H001662_T01_01_WG01	amplicon4	5	2478877	2.01704239460046	ecdna	a	a ecdna	IC10
CURTIS_H001664_T01_01_WG01	amplicon1	52	14485078	3.58990127633417	ecdna	a	a ecdna	ER+ High
CURTIS_H001673_T01_01_WG01	amplicon1	306	78837465	3.88140334040421	ecdna	a	a ecdna	HER2+
CURTIS_H001675_T01_01_WG01	amplicon3	1	427387	2.33979975993654	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001675_T01_01_WG01	amplicon2	283	23272789	12.1601239971711	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001676_T01_01_WG01	amplicon1	25	6657641	3.75508382023002	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001678_T01_01_WG01	amplicon1	135	14213372	9.49809798828877	ecdna	a	a ecdna	ER+ High
CURTIS_H001678_T01_01_WG01	amplicon2	25	6330301	3.94925928482706	ecdna	a	a ecdna	ER+ High
CURTIS_H001680_T01_01_WG01	amplicon1	205	16948329	12.0955877125114	ecdna	a	a ecdna	ER+ High
CURTIS_H001681_T01_01_WG01	amplicon1	193	13751382	14.0349529959971	ecdna	a	a ecdna	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon2	4	1205452	3.31825738395224	ecdna	a	a ecdna	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon5	6	1417515	4.23275944169903	ecdna	a	a ecdna	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon4	34	1760638	19.3111815148827	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001682_T01_01_WG01	amplicon1	190	24714595	7.68776506351814	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001683_T01_01_WG01	amplicon2	121	43334732	2.79221756811603	noncyclic	a	a noncyclic	IC10
CURTIS_H001683_T01_01_WG01	amplicon1	92	24183435	3.80425692214526	noncyclic	a	a noncyclic	IC10
CURTIS_H001683_T01_01_WG01	amplicon3	1	3615185	0.276611017140202	ecdna	a	a ecdna	IC10
CURTIS_H001684_T01_01_WG01	amplicon2	2	816521	2.4494164877572	noncyclic	a	a noncyclic	HER2+
CURTIS_H001684_T01_01_WG01	amplicon1	183	13412655	13.6438311430511	ecdna	a	a ecdna	HER2+
CURTIS_H001687_T01_01_WG01	amplicon1	337	30223886	11.1501214635338	ecdna	a	a ecdna	HER2+
CURTIS_H001688_T01_01_WG01	amplicon1	54	2824450	19.1187664855105	ecdna	a	a ecdna	HER2+
CURTIS_H001690_T01_01_WG01	amplicon1	196	27372912	7.16036350096767	ecdna	a	a ecdna	HER2+
CURTIS_H001692_T01_01_WG01	amplicon1	25	9319588	2.68252201706771	ecdna	a	a ecdna	ER+ High
CURTIS_H001693_T01_01_WG01	amplicon2	166	18024542	9.20966535515854	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001695_T01_01_WG01	amplicon1	106	11172293	9.48775690003834	ecdna	a	a ecdna	HER2+
CURTIS_H001697_T01_01_WG01	amplicon1	24	2293490	10.4644014144383	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001698_T01_01_WG01	amplicon1	500	47368480	10.5555424197694	ecdna	a	a ecdna	HER2+
CURTIS_H001698_T01_01_WG01	amplicon2	36	2373447	15.1678128898602	ecdna	a	a ecdna	HER2+
CURTIS_H001698_T01_01_WG01	amplicon3	12	8308581	1.44428994553944	noncyclic	a	a noncyclic	HER2+
CURTIS_H001699_T01_01_WG01	amplicon2	103	5301244	19.4294018536027	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001699_T01_01_WG01	amplicon1	164	21776236	7.53114541925427	ecdna	a	a ecdna	ER+ High
CURTIS_H001700_T01_01_WG01	amplicon1	89	8736165	10.1875365220323	ecdna	a	a ecdna	HER2+
CURTIS_H001700_T01_01_WG01	amplicon2	0	2788030	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001701_T01_01_WG01	amplicon1	256	13912348	18.4009198159793	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001710_T01_01_WG01	amplicon2	21	12595124	1.66731188990279	ecdna	a	a ecdna	IC10
CURTIS_H001712_T01_01_WG01	amplicon1	30	4480973	6.69497450665291	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001713_T01_01_WG01	amplicon1	23	1588863	14.4757603393118	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001715_T01_01_WG01	amplicon1	46	26336772	1.74660736706837	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001716_T01_01_WG01	amplicon1	25	8533030	2.92979164493738	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001717_T01_01_WG01	amplicon1	61	5002055	12.1949878599895	ecdna	a	a ecdna	ER+ High
CURTIS_H001717_T01_01_WG01	amplicon2	15	2902801	5.16742277545033	ecdna	a	a ecdna	ER+ High
CURTIS_H001722_T01_01_WG01	amplicon1	0	925098	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001727_T01_01_WG01	amplicon1	266	19127385	13.9067624769408	ecdna	a	a ecdna	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon2	28	11131345	2.51541929569158	ecdna	a	a ecdna	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon6	145	17596303	8.24036730897394	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon7	7	3664953	1.90998356595569	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001728_T01_01_WG01	amplicon5	6	8316703	0.721439733990741	ecdna	a	a ecdna	ER+ High
CURTIS_H001730_T01_01_WG01	amplicon1	432	50527280	8.54983684061362	ecdna	a	a ecdna	ER+ High
CURTIS_H001731_T01_01_WG01	amplicon1	29	2374229	12.2144915254594	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001736_T01_01_WG01	amplicon1	119	13786761	8.63146898680553	ecdna	a	a ecdna	ER+ High
CURTIS_H001742_T01_01_WG01	amplicon1	31	11126460	2.78615121071751	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001742_T01_01_WG01	amplicon2	34	28734312	1.18325436154518	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001743_T01_01_WG01	amplicon1	295	13265773	22.2376788748006	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001744_T01_01_WG01	amplicon1	370	14792574	25.0125502160746	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001746_T01_01_WG01	amplicon2	67	5771290	11.6091896265826	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001746_T01_01_WG01	amplicon5	25	7000673	3.57108523709078	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001747_T01_01_WG01	amplicon1	25	10965815	2.27981230761234	ecdna	a	a ecdna	ER+ High
CURTIS_H001752_T01_01_WG01	amplicon2	43	21226235	2.02579496552262	ecdna	a	a ecdna	ER+ Typical
CURTIS_H002039_T01_01_WG01	amplicon1	102	28463048	3.58359371772131	ecdna	a	a ecdna	IC10
CURTIS_H002041_T01_01_WG01	amplicon1	8	6298323	1.27017937949515	noncyclic	a	a noncyclic	IC10
CURTIS_H002041_T01_01_WG01	amplicon2	92	18204767	5.0536213948797	ecdna	a	a ecdna	IC10
CURTIS_H002045_T01_01_WG01	amplicon1	1	1955197	0.511457413242758	ecdna	a	a ecdna	IC10
CURTIS_H002047_T01_01_WG01	amplicon1	10	4012966	2.49192243343203	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H002049_T01_01_WG01	amplicon1	73	5331562	13.6920474712664	ecdna	a	a ecdna	ER+ High
CURTIS_H002052_T01_01_WG01	amplicon1	71	50169174	1.41521165965379	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H002055_T01_01_WG01	amplicon1	45	11858729	3.79467310535556	noncyclic	a	a noncyclic	IC10
CURTIS_H002063_T01_01_WG01	amplicon1	2	1553565	1.2873616488528	ecdna	a	a ecdna	IC10
CURTIS_H002066_T01_01_WG01	amplicon1	12	7255596	1.65389583433256	noncyclic	a	a noncyclic	IC10
CURTIS_H002079_T01_01_WG01	amplicon1	1	1798820	0.555919991994752	ecdna	a	a ecdna	IC4ER-
CURTIS_H002079_T01_01_WG01	amplicon2	216	68878621	3.1359512845067	ecdna	a	a ecdna	IC4ER-
CURTIS_H002084_T01_01_WG01	amplicon2	13	3109400	4.18087090757059	ecdna	a	a ecdna	ER+ High
CURTIS_H002084_T01_01_WG01	amplicon1	13	2632323	4.9386036592014	noncyclic	a	a noncyclic	ER+ High
CURTIS_H002090_T01_01_WG01	amplicon1	47	32214854	1.45895430722734	ecdna	a	a ecdna	IC4ER-
CURTIS_H002097_T01_01_WG01	amplicon1	25	8240616	3.03375378733823	ecdna	a	a ecdna	ER+ High
CURTIS_H003221_T01_01_WG01	amplicon1	153	12231652	12.5085311452615	ecdna	b	b ecdna	IC10
CURTIS_H003221_T01_01_WG01	amplicon2	0	1022486	0	ecdna	b	b ecdna	IC10
CURTIS_H003222_T01_01_WG01	amplicon1	132	6722818	19.6346234570087	ecdna	b	b ecdna	HER2+
CURTIS_H003223_T01_01_WG01	amplicon1	382	38687245	9.87405538957349	ecdna	a	a ecdna	ER+ High
CURTIS_H003224_T01_01_WG01	amplicon3	2	5611235	0.356427773921427	noncyclic	b	b noncyclic	HER2+
CURTIS_H003224_T01_01_WG01	amplicon2	284	37191887	7.63607396419547	ecdna	b	b ecdna	HER2+
CURTIS_H004004_T01_01_WG01	amplicon2	1	990904	1.009179496702	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004006_T01_01_WG01	amplicon1	29	5624615	5.15590844884494	ecdna	b	b ecdna	ER+ High
CURTIS_H004006_T01_01_WG01	amplicon2	156	24438656	6.383329754304	ecdna	b	b ecdna	ER+ High
CURTIS_H004007_T01_01_WG01	amplicon2	48	2192988	21.8879446672759	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004008_T02_01_WG01	amplicon1	76	10014126	7.58927938394224	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004008_T02_01_WG01	amplicon2	39	10901215	3.57758286576313	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004009_T01_01_WG01	amplicon1	24	18192756	1.31920639181881	ecdna	b	b ecdna	IC10
CURTIS_H004012_T01_01_WG01	amplicon2	99	5519327	17.9369694892149	ecdna	b	b ecdna	ER+ High
CURTIS_H004012_T01_01_WG01	amplicon1	5	2131147	2.34615444171613	ecdna	b	b ecdna	ER+ High
CURTIS_H004014_T01_01_WG01	amplicon1	10	2715471	3.68260239199756	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004014_T01_01_WG01	amplicon2	210	35687965	5.88433663841578	ecdna	b	b ecdna	ER+ High
CURTIS_H004017_T01_01_WG01	amplicon1	60	22150041	2.70879859770914	ecdna	b	b ecdna	ER+ High
CURTIS_H004018_T01_01_WG01	amplicon2	217	28635086	7.57811588203367	noncyclic	a	a noncyclic	HER2+
CURTIS_H004018_T01_01_WG01	amplicon1	172	13671560	12.5808612916156	ecdna	a	a ecdna	HER2+
CURTIS_H004019_T01_01_WG01	amplicon2	53	22050364	2.40358843962848	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004019_T01_01_WG01	amplicon1	123	10000819	12.2989927124968	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004020_T01_01_WG01	amplicon1	87	17156327	5.07101549183575	ecdna	b	b ecdna	ER+ High
CURTIS_H004022_T01_01_WG01	amplicon1	10	1897544	5.2699700244105	noncyclic	b	b noncyclic	IC10
CURTIS_H004023_T01_01_WG01	amplicon2	37	6897360	5.36437129568415	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004023_T01_01_WG01	amplicon1	31	3376381	9.18142828075386	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004024_T01_01_WG01	amplicon1	18	9409814	1.91289647170497	ecdna	b	b ecdna	ER+ High
CURTIS_H004025_T01_01_WG01	amplicon2	70	18421634	3.79988007578481	noncyclic	b	b noncyclic	IC10
CURTIS_H004025_T01_01_WG01	amplicon3	46	1554599	29.5896240766912	ecdna	b	b ecdna	IC10
CURTIS_H004026_T01_01_WG01	amplicon2	146	27345172	5.33915091117364	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004026_T01_01_WG01	amplicon1	239	27250271	8.77055497906791	ecdna	b	b ecdna	ER+ High
CURTIS_H004027_T01_01_WG01	amplicon1	143	3804326	37.5887870808127	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004028_T01_01_WG01	amplicon1	107	5974366	17.9098501832663	ecdna	b	b ecdna	ER+ High
CURTIS_H004029_T01_01_WG01	amplicon2	1	364033	2.747003705708	noncyclic	b	b noncyclic	IC10
CURTIS_H004030_T01_01_WG01	amplicon1	11	7921140	1.38868900183559	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004030_T01_01_WG01	amplicon3	10	621868	16.0805830176179	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004031_T01_01_WG01	amplicon3	167	13788132	12.1118654796748	ecdna	b	b ecdna	ER+ High
CURTIS_H004031_T01_01_WG01	amplicon4	49	5480613	8.94060573151215	ecdna	b	b ecdna	ER+ High
CURTIS_H004036_T01_01_WG01	amplicon1	3	1696814	1.7680193586333	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004040_T01_01_WG01	amplicon4	235	62727035	3.74639100987318	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004040_T01_01_WG01	amplicon2	37	2511886	14.7299678408972	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004041_T01_01_WG01	amplicon1	18	9037371	1.99172967448166	ecdna	b	b ecdna	IC10
CURTIS_H004042_T01_01_WG01	amplicon1	101	10194468	9.90733405607826	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004044_T01_01_WG01	amplicon2	130	11618630	11.1889267495393	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004044_T01_01_WG01	amplicon1	1	855343	1.16912162723025	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004046_T01_01_WG01	amplicon1	19	2568035	7.39865305574106	noncyclic	b	b noncyclic	HER2+
CURTIS_H004046_T01_01_WG01	amplicon2	26	8459304	3.07353891052976	ecdna	b	b ecdna	HER2+
CURTIS_H004046_T01_01_WG01	amplicon3	49	3466524	14.1351971023423	ecdna	b	b ecdna	HER2+
CURTIS_H004047_T01_01_WG01	amplicon3	52	12450568	4.17651628423699	ecdna	a	a ecdna	IC10
CURTIS_H004047_T01_01_WG01	amplicon1	10	3724398	2.684997682847	noncyclic	a	a noncyclic	IC10
CURTIS_H004048_T01_01_WG01	amplicon1	11	8635656	1.27378858074013	ecdna	b	b ecdna	IC10
CURTIS_H004049_T01_01_WG01	amplicon1	224	8284955	27.0369603697304	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004050_T01_01_WG01	amplicon1	244	15665643	15.575485793976	ecdna	b	b ecdna	ER+ High
CURTIS_H004052_T01_01_WG01	amplicon1	384	48959384	7.84323593613841	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004054_T01_01_WG01	amplicon1	37	15956397	2.31881921714532	ecdna	b	b ecdna	IC10
CURTIS_H004055_T01_01_WG01	amplicon1	198	62184361	3.18408031884415	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004055_T01_01_WG01	amplicon5	31	2505368	12.3734317673092	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004058_T02_01_WG01	amplicon4	21	6487488	3.23700020716801	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004058_T02_01_WG01	amplicon1	0	798730	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004058_T02_01_WG01	amplicon2	0	1632027	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004060_T01_01_WG01	amplicon3	376	57450304	6.54478695186713	ecdna	b	b ecdna	ER+ High
CURTIS_H004060_T01_01_WG01	amplicon2	74	23688296	3.12390557767431	ecdna	b	b ecdna	ER+ High
CURTIS_H004060_T01_01_WG01	amplicon1	0	416654	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004061_T01_01_WG01	amplicon1	25	9168095	2.72684783480101	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004062_T01_01_WG01	amplicon2	9	3343856	2.69150346187156	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004064_T01_01_WG01	amplicon1	48	4815473	9.96786816165307	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004066_T01_01_WG01	amplicon1	71	8824896	8.04542059192539	ecdna	a	a ecdna	HER2+
CURTIS_H004068_T01_01_WG01	amplicon1	16	2243289	7.1323846370218	ecdna	b	b ecdna	ER+ High
CURTIS_H004068_T01_01_WG01	amplicon2	90	11458805	7.85422214620111	ecdna	b	b ecdna	ER+ High
CURTIS_H004069_T01_01_WG01	amplicon1	259	52595650	4.92436161545679	ecdna	b	b ecdna	ER+ High
CURTIS_H004070_T02_01_WG01	amplicon1	43	10883487	3.95093962073001	ecdna	b	b ecdna	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon4	16	4844373	3.30280100231753	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon1	299	18997998	15.7385004462049	ecdna	b	b ecdna	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon2	30	1129022	26.5716699940302	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004071_T01_01_WG01	amplicon3	0	214629	0	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004073_T01_01_WG01	amplicon1	15	5668173	2.64635536000754	ecdna	b	b ecdna	ER+ High
CURTIS_H004074_T01_01_WG01	amplicon1	140	25917304	5.40179642141791	ecdna	b	b ecdna	ER+ High
CURTIS_H004076_T01_01_WG01	amplicon1	472	57206900	8.25075296861043	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004076_T01_01_WG01	amplicon2	41	30612795	1.33930926594582	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004081_T01_01_WG01	amplicon2	7	4108731	1.70368904656937	ecdna	b	b ecdna	ER+ High
CURTIS_H004081_T01_01_WG01	amplicon1	152	29554087	5.14311269368599	ecdna	b	b ecdna	ER+ High
CURTIS_H004082_T02_01_WG01	amplicon1	38	13642694	2.78537362195473	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004083_T01_01_WG01	amplicon2	15	4616523	3.24919858516897	ecdna	b	b ecdna	ER+ High
CURTIS_H004083_T01_01_WG01	amplicon1	194	34471772	5.62779308240957	ecdna	b	b ecdna	ER+ High
CURTIS_H004084_T01_01_WG01	amplicon1	103	12277312	8.3894585394588	ecdna	b	b ecdna	ER+ High
CURTIS_H004085_T01_01_WG01	amplicon1	33	10469949	3.15187781716988	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004086_T01_01_WG01	amplicon1	31	7656464	4.04886642188875	ecdna	b	b ecdna	ER+ High
CURTIS_H004088_T01_01_WG01	amplicon1	203	24149380	8.40601290799184	ecdna	b	b ecdna	ER+ High
CURTIS_H004088_T01_01_WG01	amplicon4	250	22196035	11.2632729223936	ecdna	b	b ecdna	ER+ High
CURTIS_H004088_T01_01_WG01	amplicon3	21	4085006	5.14075132325387	ecdna	b	b ecdna	ER+ High
CURTIS_H004089_T01_01_WG01	amplicon1	4	6068974	0.659089987862858	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004091_T01_01_WG01	amplicon1	239	9565310	24.986121725276	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004092_T02_01_WG01	amplicon1	133	25830453	5.14896118933725	ecdna	b	b ecdna	ER+ High
CURTIS_H004092_T02_01_WG01	amplicon2	67	9948130	6.73493410319326	ecdna	b	b ecdna	ER+ High
CURTIS_H004093_T02_01_WG01	amplicon2	194	25219567	7.69243976314106	ecdna	b	b ecdna	HER2+
CURTIS_H004093_T02_01_WG01	amplicon7	2	1348353	1.48329109661936	noncyclic	b	b noncyclic	HER2+
CURTIS_H004093_T02_01_WG01	amplicon6	112	8481676	13.2049373260662	noncyclic	b	b noncyclic	HER2+
CURTIS_H004096_T01_01_WG01	amplicon1	194	6895721	28.1333888073488	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004099_T01_01_WG01	amplicon1	21	1980276	10.6045823915454	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004100_T01_01_WG01	amplicon2	9	3583225	2.51170384220918	noncyclic	b	b noncyclic	IC10
CURTIS_H004100_T01_01_WG01	amplicon1	24	6507447	3.68808228480386	noncyclic	b	b noncyclic	IC10
CURTIS_H004101_T01_01_WG01	amplicon3	16	6760334	2.36674696841902	noncyclic	b	b noncyclic	IC10
CURTIS_H004101_T01_01_WG01	amplicon1	15	3908948	3.83734958868729	noncyclic	b	b noncyclic	IC10
CURTIS_H004102_T01_01_WG01	amplicon2	57	3495449	16.3069179381533	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004103_T01_01_WG01	amplicon2	46	7931647	5.79955209806992	ecdna	b	b ecdna	HER2+
CURTIS_H004108_T01_01_WG01	amplicon1	325	80558704	4.03432508050278	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004109_T02_01_WG01	amplicon2	10	915276	10.9256661378644	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004110_T01_01_WG01	amplicon1	15	3624628	4.13835571540031	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004111_T01_01_WG01	amplicon1	47	19857421	2.36687332156578	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004112_T01_01_WG01	amplicon1	1	2277245	0.43912710314437	ecdna	b	b ecdna	IC4ER-
CURTIS_H004114_T01_01_WG01	amplicon2	196	54466035	3.59857294550631	ecdna	b	b ecdna	ER+ High
CURTIS_H004114_T01_01_WG01	amplicon3	31	3480931	8.90566345612711	ecdna	b	b ecdna	ER+ High
CURTIS_H004114_T01_01_WG01	amplicon1	158	15121852	10.4484556521252	ecdna	b	b ecdna	ER+ High
CURTIS_H004115_T01_01_WG01	amplicon1	61	7262247	8.39960414455746	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H004117_T01_01_WG01	amplicon1	156	13348971	11.6862940222134	ecdna	b	b ecdna	ER+ High
CURTIS_H004118_T01_01_WG01	amplicon1	80	12849855	6.22575118551921	ecdna	a	a ecdna	ER+ High
CURTIS_H004119_T01_01_WG01	amplicon2	58	3613925	16.0490325615501	noncyclic	b	b noncyclic	IC10
CURTIS_H004119_T01_01_WG01	amplicon1	14	1232650	11.3576441001095	noncyclic	b	b noncyclic	IC10
