sample_name,amplicon_number,feature,gene,gene_cn,truncated,Ensembl_ID,Alias,gencode_seqnames_hg19,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC,amplicon_decomposition_class,ecDNA+,BFB+,ecDNA_amplicons
CURTIS_H001656,amplicon1,ecDNA_1,RNFT1,6.83773011365,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001656,amplicon1,ecDNA_1,RPS6KB1,6.83773011365,5p,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001656,amplicon1,unknown_1,CLTC,6.905184434810001,5p,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001656,amplicon1,unknown_1,PTRH2,6.905184434810001,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001656,amplicon1,unknown_1,TMEM49,6.905184434810001,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001656,amplicon1,unknown_1,TUBD1,7.356705975669999,5p,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001673,amplicon1,ecDNA_2,APPBP2,26.3104055552,None,ENSG00000062725,,chr17,58520510,58603580,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,CA4,18.817487145999998,None,,,chr17,58227297,58248260,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,CLTC,14.6626809375,None,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,DHX40,14.6626809375,None,ENSG00000108406,,chr17,57642886,57685706,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,HEATR6,18.4685698764,None,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,PPM1D,26.3104055552,None,ENSG00000170836,,chr17,58677544,58743641,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,PTRH2,14.6626809375,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,RNFT1,23.889240408400003,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,RPS6KB1,23.889240408400003,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,TMEM49,14.6626809375,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,TUBD1,23.889240408400003,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_2,USP32,22.8825571647,None,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_3,MTBP,5.76938866502,5p,ENSG00000172167,,chr8,121457640,121554373,8q24,IC9,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_3,MYC,18.964987923,None,,,chr8,128747680,128753680,8q24,IC9,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_3,NSMCE2,10.0274909086,None,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9,Cyclic,Positive,None detected,3
CURTIS_H001673,amplicon1,ecDNA_3,SQLE,9.08373047412,None,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9,Cyclic,Positive,None detected,3
CURTIS_H001684,amplicon1,unknown_1,CLTC,21.042082251,None,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,DHX40,13.524556705899998,None,ENSG00000108406,,chr17,57642886,57685706,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,HEATR6,20.4353279523,None,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,PTRH2,21.042082251,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,RNFT1,20.4353279523,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,RPS6KB1,20.4353279523,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,TMEM49,21.042082251,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001684,amplicon1,unknown_1,TUBD1,20.4353279523,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001687,amplicon1,ecDNA_1,APPBP2,17.3534614995,None,ENSG00000062725,,chr17,58520510,58603580,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,CA4,13.8725914391,None,,,chr17,58227297,58248260,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,CHCHD8,8.27414982134,None,ENSG00000181924,COA4,chr11,73583712,73588033,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,CLTC,17.295909138,5p,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,HEATR6,17.295909138,None,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,PAAF1,8.27414982134,None,ENSG00000175575,,chr11,73587744,73642169,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,PPM1D,14.2914710697,None,ENSG00000170836,,chr17,58677544,58743641,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,PPME1,8.27414982134,None,ENSG00000189311,,chr11,73882144,73965748,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,PTRH2,17.295909138,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,RNFT1,17.295909138,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,RPS6KB1,17.295909138,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,TMEM49,17.295909138,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,TUBD1,17.295909138,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,ecDNA_1,USP32,15.993650736400001,None,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,CCDC47,4.227693775430001,None,ENSG00000108588,,chr17,61822610,61853711,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,CCND1,8.11483503677,None,ENSG00000110092,,chr11,69455855,69469242,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,CD79B,3.7449266093699998,None,,,chr17,62006100,62009714,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,CTTN,11.7673210108,None,ENSG00000085733,,chr11,70244510,70282690,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,CYB561,4.9918976829,None,ENSG00000008283,,chr17,61509665,61523739,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,DDX42,4.227693775430001,None,ENSG00000198231,,chr17,61850963,61896677,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,FGF4,12.6271278695,None,,,chr11,69585784,69590171,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,FTSJ3,4.227693775430001,None,ENSG00000108592,,chr17,61896793,61907372,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,MTL5,4.51962142309,None,ENSG00000132749,TESMIN,chr11,68474908,68519032,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,PPFIA1,11.7673210108,None,ENSG00000131626,,chr11,70116806,70231418,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,SMARCD2,3.7449266093699998,None,ENSG00000108604,,chr17,61909441,61920425,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,STRADA,4.227693775430001,None,ENSG00000125695,,chr17,61759696,61819346,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001687,amplicon1,unknown_1,TLK2,5.632386790549999,None,ENSG00000146872,,chr17,60536019,60692842,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001690,amplicon1,ecDNA_2,APPBP2,4.269395504069999,None,ENSG00000062725,,chr17,58520510,58603580,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,CA4,4.269395504069999,None,,,chr17,58227297,58248260,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,CLTC,4.269395504069999,None,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,DHX40,4.269395504069999,None,ENSG00000108406,,chr17,57642886,57685706,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,HEATR6,4.269395504069999,None,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,INTS2,4.11155744808,None,ENSG00000108506,,chr17,59942728,60005377,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,MED13,4.11155744808,5p,ENSG00000108510,,chr17,60019966,60142643,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,PPM1D,4.269395504069999,None,ENSG00000170836,,chr17,58677544,58743641,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,PTRH2,4.269395504069999,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,RNFT1,4.269395504069999,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,RPS6KB1,4.269395504069999,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,TMEM49,4.269395504069999,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,TUBD1,4.269395504069999,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001690,amplicon1,ecDNA_2,USP32,4.269395504069999,None,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1,Cyclic,Positive,None detected,2
CURTIS_H001698,amplicon1,ecDNA_1,APPBP2,23.903146639099997,3p,ENSG00000062725,,chr17,58520510,58603580,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,CA4,14.3603145552,None,,,chr17,58227297,58248260,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,CLTC,15.902378631400001,None,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,DHX40,15.902378631400001,None,ENSG00000108406,,chr17,57642886,57685706,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,HEATR6,16.3261021902,None,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,MED13,8.248132234339998,3p,ENSG00000108510,,chr17,60019966,60142643,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,PPM1D,13.2270374327,None,ENSG00000170836,,chr17,58677544,58743641,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,PTRH2,15.902378631400001,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,RNFT1,16.3261021902,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,RPS6KB1,16.3261021902,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,TLK2,8.248132234339998,None,ENSG00000146872,,chr17,60536019,60692842,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,TMEM49,15.902378631400001,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,TUBD1,14.1395771267,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon1,ecDNA_1,USP32,15.774290253299998,5p,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon2,ecDNA_1,FGF4,9.77830022769,None,,,chr11,69585784,69590171,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H001698,amplicon2,ecDNA_1,PPFIA1,13.9790562773,5p,ENSG00000131626,,chr11,70116806,70231418,11q13,IC2,Cyclic,Positive,None detected,1
