group	type	distance	logdistance	index
ER+ High	median_tra_rloops	15188275	7.18150848050015	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	4691600	6.67132107018122	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	30282719	7.48119488099771	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	4659085	6.66830072697124	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	10631439.5	7.02659211295383	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	8465198	6.92763717196487	HER2+median_tra_rloops
HER2+	median_tra_rloops	6406363.5	6.8066116448859	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	13159737.5	7.11924725940443	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	5406775.5	6.73293841750925	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	21622088	7.33489765064158	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	15901195	7.20142979077744	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10025410.5	7.00110220757766	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
ER+ High	median_tra_rloops	12017124	7.07980057864992	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9113538.5	6.95968708024143	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8593125	6.93415117984828	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7693534	6.88612593385059	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	10583036	7.02461031449259	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6948265	6.84187643615976	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	15717285	7.19637755589025	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	17633443	7.24633714293585	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	9224239.5	6.96493061762373	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	14911074	7.17350895463599	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
ER+ High	median_tra_rloops	8271712	6.91759545748601	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	12654404	7.10224172979521	HER2+median_tra_rloops
HER2+	median_tra_rloops	10235154.5	7.0100944451694	HER2+median_tra_rloops
ER+ High	median_tra_rloops	10696024	7.02922240933895	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12231281.5	7.08747199697668	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8464497.5	6.92760123236409	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	17316603	7.2384627255179	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	7009208	6.84566900993268	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	9286288	6.96784219528452	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9565072.5	6.98068831158462	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5596161	6.74789027813711	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	4136201	6.61660174027523	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	9922083	6.99660289943692	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	10934995	7.03881862850962	HER2+median_tra_rloops
HER2+	median_tra_rloops	10215909	7.00927705822995	HER2+median_tra_rloops
HER2+	median_tra_rloops	6177304.5	6.79079907999779	HER2+median_tra_rloops
HER2+	median_tra_rloops	5189962	6.71516426171106	HER2+median_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	11674627	7.06724305111214	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	2976652	6.47372821020308	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	1986644	6.29812026856164	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	13161724	7.11931281244558	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	5384986.5	6.73118469952122	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6913831	6.83971882236297	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7207225	6.85776814062667	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	12149977.5	7.08457550942901	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	10871835	7.03630289250735	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
ER+ High	median_tra_rloops	10803570	7.03356733041806	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5274172.5	6.72215441230862	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
HER2+	median_tra_rloops	11362037	7.05545623742872	HER2+median_tra_rloops
HER2+	median_tra_rloops	9832687.5	6.99267228091195	HER2+median_tra_rloops
IC10	median_tra_rloops	16230746	7.21033850815109	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
IC10	median_tra_rloops	3356134.5	6.5258394866365	IC10median_tra_rloops
IC10	median_tra_rloops	11101574	7.04538459728085	IC10median_tra_rloops
HER2+	median_tra_rloops	16825988	7.22598060065942	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	8515104	6.93019000762915	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	12938421.5	7.1118813287818	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	9762203.5	6.98954790107622	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	9970975	6.99873767091632	HER2+median_tra_rloops
HER2+	median_tra_rloops	17917885	7.25328676912675	HER2+median_tra_rloops
IC10	median_tra_rloops	14107239	7.14944205485873	IC10median_tra_rloops
IC10	median_tra_rloops	3348922	6.52490516215332	IC10median_tra_rloops
ER+ High	median_tra_rloops	9005015	6.95448448880525	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	8419486.5	6.92528565650012	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	9315814	6.9692208554233	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	4592878	6.66208500402352	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	4594483	6.66223674346182	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	2482076	6.39481525023136	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	1001207	6.00052431111395	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	11155180	7.04747662138485	IC10median_tra_rloops
HER2+	median_tra_rloops	12484977.5	7.09638779880275	HER2+median_tra_rloops
HER2+	median_tra_rloops	3582856	6.55422947482805	HER2+median_tra_rloops
HER2+	median_tra_rloops	28613624	7.45657288114568	HER2+median_tra_rloops
HER2+	median_tra_rloops	10160488	7.00691461000411	HER2+median_tra_rloops
ER+ High	median_tra_rloops	16777078	7.22471634954341	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	9898791	6.99558219866378	HER2+median_tra_rloops
HER2+	median_tra_rloops	5759059.5	6.76035164089805	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
ER+ High	median_tra_rloops	5308138	6.72494228686432	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	6827285	6.83424809614598	HER2+median_tra_rloops
IC10	median_tra_rloops	12662378	7.10251530832819	IC10median_tra_rloops
ER+ High	median_tra_rloops	11264596	7.05171565910406	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8583081	6.9336432616543	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	15918568	7.20190402424735	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	16490381.5	7.21723072936876	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11530086	7.06183258426585	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	16617303	7.22056056500174	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	10132006	7.00569548116394	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	9225291	6.96498012138738	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	1535522	6.18625632595543	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	4255468	6.62894743113917	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	13984058	7.14563324762159	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	4355682	6.6390562649404	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	11475809.5	7.05978336813062	IC10median_tra_rloops
IC10	median_tra_rloops	17841604	7.25143392017969	IC10median_tra_rloops
IC10	median_tra_rloops	14936202	7.17424020753748	IC10median_tra_rloops
ER+ High	median_tra_rloops	14976546	7.1754116937567	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	9169789	6.96235938988098	IC10median_tra_rloops
ER+ High	median_tra_rloops	6886577.5	6.83800350236589	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6129403	6.78741824742297	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
IC10	median_tra_rloops	8205304.5	6.91409475534576	IC10median_tra_rloops
HER2+	median_tra_rloops	15175248	7.18113582583881	HER2+median_tra_rloops
ER+ High	median_tra_rloops	10449334	7.0190886526461	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	17615734	7.24590076842472	HER2+median_tra_rloops
IC10	median_tra_rloops	12449665.5	7.09515771776512	IC10median_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	15447546	7.18885952525315	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10534846	7.02262823263152	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	8513973	6.93013231959332	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	3242063	6.51082158379211	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	10635404	7.02675403264177	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	11310836	7.05349474383186	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	6717195	6.8271880206936	HER2+median_tra_rloops
ER+ High	median_tra_rloops	4791911.5	6.68050887926562	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11229659	7.05036660734256	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	11294016.5	7.0528484563376	HER2+median_tra_rloops
HER2+	median_tra_rloops	7920514	6.89875342077973	HER2+median_tra_rloops
HER2+	median_tra_rloops	10965421	7.04002534998935	HER2+median_tra_rloops
HER2+	median_tra_rloops	12439127	7.0947899367807	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	8156886	6.91152444592658	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	8156886	6.91152444592658	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	13792824	7.13965322602066	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	11708336	7.06849521420027	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	11251281	7.05120200989671	IC10median_tra_rloops
ER+ High	median_tra_rloops	7569305.5	6.87905609125437	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10746796.5	7.03127906562017	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	7343211	6.86588606655741	IC10median_tra_rloops
