group	type	distance	logdistance	index
ER+ Typical	median_ecdna_rloops	2153338	6.33311240615413	ER+ Typicalmedian_ecdna_rloops
IC10	median_ecdna_rloops	3357023	6.52595444611257	IC10median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	3195621	6.50455540236193	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	3132506.5	6.49589211947615	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	13468047	7.12930465554037	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	9601387	6.98233402024453	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4283244.5	6.63177296728467	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	10546810	7.02312116347589	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	NA	NA	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	NA	NA	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	6305885	6.79974611515618	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	89409477	7.95138355934309	IC10median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	6595790	6.81926688575587	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	6100985	6.78540002841318	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	1701060	6.23071988767982	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	2490629	6.39630921493376	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	8393574	6.92394697537969	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	2865668	6.45722602563731	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	3810960	6.58103450438186	ER+ Typicalmedian_ecdna_rloops
IC10	median_tra_rloops	10555116	7.02346305168183	IC10median_tra_rloops
IC10	median_tra_rloops	10252385	7.01082494890844	IC10median_tra_rloops
HER2+	median_tra_rloops	3217864.5	6.5075678875478	HER2+median_tra_rloops
HER2+	median_tra_rloops	11140483	7.04690405923655	HER2+median_tra_rloops
ER+ High	median_tra_rloops	10435986.5	7.01853355023996	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12767648	7.10611093482601	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	9371818	6.97182389238115	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	11840251	7.07336094571839	IC10median_tra_rloops
ER+ High	median_tra_rloops	5687028	6.75488544286582	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5906500	6.77133028182773	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7258009	6.86081756223073	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13222405	7.1213104882396	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6792806	6.83204927541426	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	8688982.5	6.93896897251743	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6640582	6.82220620927287	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	12552480	7.09872957267921	IC10median_tra_rloops
ER+ High	median_tra_rloops	5917853	6.77216424643183	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	11017345.5	7.04207700838392	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	15234179	7.1828190827097	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12170634	7.08531323803299	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	11496595	7.06056927015764	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	8101233	6.90855117672708	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	12850211	7.10891029262223	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	13038751	7.11523602502694	HER2+median_tra_rloops
HER2+	median_tra_rloops	13038648.5	7.11523261094564	HER2+median_tra_rloops
IC10	median_tra_rloops	12962474	7.11268793179845	IC10median_tra_rloops
ER+ High	median_tra_rloops	6693916.5	6.8256803555396	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	20379046	7.30918387092073	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	6353348.5	6.80300274668525	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	8364489	6.9224394662861	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	11446656	7.05867866934503	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10597963	7.02522243993507	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10031017	7.0013450097251	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11641733.5	7.06601769059396	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5552270	6.74447065538129	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9128592.5	6.96040386819761	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12286453.5	7.08942657668362	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	10972548	7.04030752894577	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	9368625.5	6.97167592523203	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	10673918	7.02832390279711	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	3525456.5	6.54721548354951	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5761431	6.76053044043781	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5339381	6.72749099307319	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	7009993	6.84571764624512	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	3901546	6.59123684301311	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10001305	7.00005671515592	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8732187	6.94112307729863	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13163100	7.11935821363513	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6801608.5	6.83261169421483	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	10956448	7.03966982152157	HER2+median_tra_rloops
HER2+	median_tra_rloops	13018818.5	7.11457160574681	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	11149953	7.04727307567231	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	7011830	6.8458314401297	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	6059132	6.78241048551058	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	8757901	6.94240008117383	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11477538	7.05984877714758	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11408176	7.05721625072018	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9607861	6.98262675656503	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	6019623.5	6.77956940111427	HER2+median_tra_rloops
ER+ High	median_tra_rloops	12234985	7.08760347674247	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	39048865	7.5916084262519	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	8924061	6.95056257888705	HER2+median_tra_rloops
ER+ High	median_tra_rloops	7467961	6.87320209941733	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	7969247	6.90141734211646	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	10710307	7.02980196016678	HER2+median_tra_rloops
HER2+	median_tra_rloops	10821136.5	7.03427291548474	HER2+median_tra_rloops
IC10	median_tra_rloops	13442917	7.12849354950259	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	17787974	7.25012651040082	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	12339109	7.09128383586998	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	8303927	6.91928357492897	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	9951392	6.9978838777175	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	7729552.5	6.88815440749054	HER2+median_tra_rloops
HER2+	median_tra_rloops	4291172	6.63257602360535	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	4698289	6.67193981991556	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	3858998	6.5864746660307	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13724963.5	7.1375112298089	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6678416.5	6.82467356540397	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8392443	6.92388845202644	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	10471839	7.02002299797662	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	12023693	7.08003791503373	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	8647101.5	6.93687060699465	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	7383232	6.86824657410005	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	7991368	6.90262118459769	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	9937369	6.99727146029075	HER2+median_tra_rloops
HER2+	median_tra_rloops	9265739.5	6.9668801330141	HER2+median_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8448252	6.92676691120994	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	17097789	7.2329399786476	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	4856421	6.68631641783417	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	7028332.5	6.84685236092988	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	7616925.5	6.88177976486233	HER2+median_tra_rloops
HER2+	median_tra_rloops	11536262	7.06206514839362	HER2+median_tra_rloops
ER+ High	median_tra_rloops	3610581	6.55757721271338	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	12943154	7.11204015207288	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	13636490.5	7.13470264611296	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	9466942	6.97620976225945	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	4423377	6.64575405361325	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	3809085	6.58082077809644	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	9668607	6.98536395273505	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	9059767	6.95711707652782	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	8727000.5	6.94086505061341	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	7530559.5	6.87682730196404	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	13505942.5	7.130524928585	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	14468343	7.16041882601754	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	11498068	7.06062491052228	HER2+median_tra_rloops
HER2+	median_tra_rloops	11410676	7.05731141204679	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	10418776	7.01781674263683	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	8558629	6.9324042517031	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	9482745	6.97693411792445	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	4336160	6.63710539901776	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8709965	6.94001645971017	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5939831.5	6.77377419828904	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	6978814	6.84378168585363	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	6630475.5	6.82154474015206	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	10690595.5	7.02900193808353	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	6810151	6.83315680530846	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	6174108	6.7905742924089	HER2+median_tra_rloops
HER2+	median_tra_rloops	7802232	6.89221891561219	HER2+median_tra_rloops
HER2+	median_tra_rloops	5929303.5	6.77300375415235	HER2+median_tra_rloops
HER2+	median_tra_rloops	8688058	6.93892276151819	HER2+median_tra_rloops
ER+ High	median_tra_rloops	10559253	7.023633236841	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10185405	7.00797834507358	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	11011809	7.04185870938099	HER2+median_tra_rloops
ER+ High	median_tra_rloops	5451112.5	6.73648522475573	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	9366396	6.97157256165184	HER2+median_tra_rloops
IC10	median_tra_rloops	7725426	6.88792249309606	IC10median_tra_rloops
ER+ High	median_tra_rloops	6927195	6.8405574758589	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	10817033	7.03410819478014	HER2+median_tra_rloops
HER2+	median_tra_rloops	10813102	7.03395033987361	HER2+median_tra_rloops
HER2+	median_tra_rloops	10658952	7.02771454721831	HER2+median_tra_rloops
HER2+	median_tra_rloops	11010078	7.04179043515168	HER2+median_tra_rloops
ER+ High	median_tra_rloops	8019277	6.90413526919053	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	25602588	7.40828388451346	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	14884109	7.17272287098511	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	9673214.5	6.9855708630983	HER2+median_tra_rloops
IC10	median_tra_rloops	15101819.5	7.17902930394533	IC10median_tra_rloops
ER+ High	median_tra_rloops	16963671	7.22951986659555	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8785713	6.94377706163776	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5431956.5	6.73495636333657	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	2982838	6.47462981276583	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8999180	6.95420298684317	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10294910	7.01262259647363	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	5325336	6.72634709616888	IC10median_tra_rloops
ER+ High	median_tra_rloops	10175898.5	7.00757280911301	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9334937	6.9701114378344	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	12770486	7.10620745931352	HER2+median_tra_rloops
ER+ High	median_tra_rloops	13561546	7.13230923342795	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11286761	7.05256936732547	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	14393965	7.1581804725053	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	7111980	6.85199058772507	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	6868493	6.83686152320389	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6747706	6.82915621632286	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
HER2+	median_tra_rloops	9905250	6.99586548507737	HER2+median_tra_rloops
ER+ High	median_tra_rloops	7252140	6.86046623929091	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9955889	6.998080089558	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9951347.5	6.99788193566299	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7580214.5	6.87968155248304	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6901917	6.83896979523958	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10648535	7.02728990347184	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13906818	7.14322780226137	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	16651868.5	7.22146299868051	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9454863.5	6.9756553092441	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9143590	6.96111679148874	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9454863.5	6.9756553092441	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	2054286	6.31266111784409	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	13062853.5	7.11603808950717	HER2+median_tra_rloops
ER+ High	median_tra_rloops	8149857	6.91115004182541	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	14777010	7.16958659661064	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	4160613.5	6.61915747828305	IC10median_tra_rloops
ER+ High	median_tra_rloops	6990294	6.84449550395294	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13486778	7.12990824103175	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	5089744	6.7066960244061	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	12914378.5	7.11107354436921	HER2+median_tra_rloops
HER2+	median_tra_rloops	12978871	7.11323694936242	HER2+median_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	6566107	6.81730802177107	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	5489374	6.7395229000962	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	3593717	6.55554399490736	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	15105569	7.17913711777111	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	8200540.5	6.91384253076144	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	11615526	7.06503891865626	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	7840362	6.89433617049661	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	9504181	6.9779147442237	HER2+median_tra_rloops
IC10	median_tra_rloops	6501530	6.81301563765189	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	6364454	6.80376122014577	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	6455732.5	6.80994559391533	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	13377441	7.12637307669847	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	9551334	6.98006407761652	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	7603157	6.8809940155841	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12697461.5	7.10371693888066	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12980300	7.11328476342917	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	5794314	6.76300210133429	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	4010786	6.60322959861069	HER2+median_tra_rloops
ER+ High	median_tra_rloops	7096291	6.85103147764943	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	6507978	6.81344614288209	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	9744982	6.98878108583305	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	9779754.5	6.99032799728983	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	10083597	7.00361552345207	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6937831.5	6.84122381046657	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6887832	6.8380826088205	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6987831	6.84434245521902	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	13414918	7.12758805472251	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10882136.5	7.03671420908266	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	13380750	7.1264804890673	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	3077471.5	6.48819418080673	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	8771486.5	6.94307324881212	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	10595853	7.02513596553391	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	26396946	7.42155370044084	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10383919	7.01636133356912	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11490122	7.06032467776882	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12351516	7.0917203004515	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6017666.5	6.77942818757412	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	7926243	6.89906743744335	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12500931.5	7.09694241016801	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13301737.5	7.12390840575017	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	9089298.5	6.95853041402424	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	11039677.5	7.04295642595577	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
IC10	median_tra_rloops	6531281	6.8149984356211	IC10median_tra_rloops
ER+ High	median_tra_rloops	13249914.5	7.12221310861239	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5609609	6.74893266861167	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	12475306	7.09605124181169	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	NA	NA	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	16630973.5	7.22091769766047	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	10555116	7.02346305168183	IC10median_tra_rloops
IC10	median_tra_rloops	10234166.5	7.01005252068089	IC10median_tra_rloops
IC10	median_tra_rloops	6768739	6.83050783235196	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	16166323.5	7.208611291965	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	9898274.5	6.99555953741863	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	9668557	6.98536170682951	IC10median_tra_rloops
ER+ High	median_tra_rloops	10231765	7.0099505992901	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	5473746	6.73828472017619	IC10median_tra_rloops
ER+ High	median_tra_rloops	10836793	7.03490081780684	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7692403	6.88606208502604	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	19403247.5	7.28787444578172	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	8158429	6.91160659160449	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7262182.5	6.86106721841749	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	13186969	7.12014501818104	HER2+median_tra_rloops
ER+ High	median_tra_rloops	5795251	6.76307232551617	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	5795251	6.76307232551617	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	12966037	7.11280729007007	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	9791637	6.99085534909187	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10704770	7.0295773811587	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	10105958	7.00457753196773	HER2+median_tra_rloops
HER2+	median_tra_rloops	10481907.5	7.02044036428486	HER2+median_tra_rloops
ER+ High	median_tra_rloops	8469093	6.92783695320602	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	7295949.5	6.86308187882231	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	4839900.5	6.68483652312339	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10421214.5	7.017918376752	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13089231	7.11691416542417	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	4454140	6.64876396091371	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	11506118.5	7.06092888019887	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	13326023	7.12470059109167	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6125314	6.78712842760704	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7765685.5	6.8901798541384	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	9903287	6.99577940906028	HER2+median_tra_rloops
ER+ High	median_tra_rloops	7572268	6.87922603359875	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9169225	6.9623326772059	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	14378031	7.15769944585	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	4982184	6.69741984985393	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	13962361	7.1449588937022	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	15002828	7.17617315927202	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	9781124	6.99038880910185	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	15133797	7.17994793287783	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	10088864	7.00384231074008	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	9465236	6.97613149273231	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	18934795	7.2772606304734	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	5981029.5	6.77677601708322	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	6166586	6.79004486303191	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	9597419	6.98215450071095	ER+ Typicalmedian_tra_rloops
