Sample	CellType	Proportion	TME
MB-0238	Fibroblasts	0.172219085262564	IE
MB-0238	Fibroblasts CD68+	0.0694522868435912	IE
MB-0238	T cells	0.241106719367589	IE
MB-0238	Myofibroblasts	0.0457368718238283	IE
MB-0238	Vascular SMA+	0	IE
MB-0238	B cells	0.147939017504235	IE
MB-0239	Fibroblasts	0.195856873822976	F
MB-0239	Fibroblasts CD68+	0.205273069679849	F
MB-0239	T cells	0.222222222222222	F
MB-0239	Myofibroblasts	0.0903954802259887	F
MB-0239	Vascular SMA+	0.00564971751412429	F
MB-0239	B cells	0.107344632768362	F
MB-0241	Fibroblasts	0.163223140495868	F
MB-0241	Fibroblasts CD68+	0.0206611570247934	F
MB-0241	T cells	0.00206611570247934	F
MB-0241	Myofibroblasts	0.419421487603306	F
MB-0241	Vascular SMA+	0.0227272727272727	F
MB-0241	B cells	0	F
MB-0242	Fibroblasts	0.208163265306122	F
MB-0242	Fibroblasts CD68+	0.261224489795918	F
MB-0242	T cells	0.0530612244897959	F
MB-0242	Myofibroblasts	0.073469387755102	F
MB-0242	Vascular SMA+	0	F
MB-0242	B cells	0.0204081632653061	F
MB-0243	Fibroblasts	0.108461538461538	F
MB-0243	Fibroblasts CD68+	0.0161538461538462	F
MB-0243	T cells	0.00230769230769231	F
MB-0243	Myofibroblasts	0.286153846153846	F
MB-0243	Vascular SMA+	0.0207692307692308	F
MB-0243	B cells	0	F
MB-0244	Fibroblasts	0.641711229946524	IE
MB-0244	Fibroblasts CD68+	0.053475935828877	IE
MB-0244	T cells	0.181818181818182	IE
MB-0244	Myofibroblasts	0.053475935828877	IE
MB-0244	Vascular SMA+	0	IE
MB-0244	B cells	0.0267379679144385	IE
MB-0245	Fibroblasts	0.0678627145085803	IE/F
MB-0245	Fibroblasts CD68+	0.0187207488299532	IE/F
MB-0245	T cells	0.0093603744149766	IE/F
MB-0245	Myofibroblasts	0.224648985959438	IE/F
MB-0245	Vascular SMA+	0.00078003120124805	IE/F
MB-0245	B cells	0.00390015600624025	IE/F
MB-0248	Fibroblasts	0.0251091703056769	D
MB-0248	Fibroblasts CD68+	0.00655021834061135	D
MB-0248	T cells	0	D
MB-0248	Myofibroblasts	0.027292576419214	D
MB-0248	Vascular SMA+	0	D
MB-0248	B cells	0	D
MB-0249	Fibroblasts	0.0759493670886076	F
MB-0249	Fibroblasts CD68+	0.0928270042194093	F
MB-0249	T cells	0.00843881856540084	F
MB-0249	Myofibroblasts	0.352320675105485	F
MB-0249	Vascular SMA+	0.0210970464135021	F
MB-0249	B cells	0	F
MB-0256	Fibroblasts	0.133583021223471	IE/F
MB-0256	Fibroblasts CD68+	0.0124843945068664	IE/F
MB-0256	T cells	0.00499375780274657	IE/F
MB-0256	Myofibroblasts	0.329588014981273	IE/F
MB-0256	Vascular SMA+	0.0262172284644195	IE/F
MB-0256	B cells	0	IE/F
MB-0258	Fibroblasts	0.727454909819639	IE
MB-0258	Fibroblasts CD68+	0.0340681362725451	IE
MB-0258	T cells	0.0380761523046092	IE
MB-0258	Myofibroblasts	0.0921843687374749	IE
MB-0258	Vascular SMA+	0	IE
MB-0258	B cells	0	IE
MB-0259	Fibroblasts	0.159533073929961	D
MB-0259	Fibroblasts CD68+	0.119325551232166	D
MB-0259	T cells	0.0285343709468223	D
MB-0259	Myofibroblasts	0.0804150453955901	D
MB-0259	Vascular SMA+	0.00259403372243839	D
MB-0259	B cells	0.00518806744487678	D
MB-0260	Fibroblasts	0.12992125984252	IE/F
MB-0260	Fibroblasts CD68+	0.0413385826771654	IE/F
MB-0260	T cells	0.121062992125984	IE/F
MB-0260	Myofibroblasts	0.0580708661417323	IE/F
MB-0260	Vascular SMA+	0.00295275590551181	IE/F
MB-0260	B cells	0.00492125984251968	IE/F
MB-0262	Fibroblasts	0.04	IE
MB-0262	Fibroblasts CD68+	0.012	IE
MB-0262	T cells	0.0088	IE
MB-0262	Myofibroblasts	0.0912	IE
MB-0262	Vascular SMA+	0.004	IE
MB-0262	B cells	0	IE
MB-0263	Fibroblasts	0.186754966887417	IE/F
MB-0263	Fibroblasts CD68+	0.00927152317880795	IE/F
MB-0263	T cells	0	IE/F
MB-0263	Myofibroblasts	0.339072847682119	IE/F
MB-0263	Vascular SMA+	0.32317880794702	IE/F
MB-0263	B cells	0	IE/F
MB-0264	Fibroblasts	0.0237226277372263	F
MB-0264	Fibroblasts CD68+	0.00182481751824818	F
MB-0264	T cells	0.00182481751824818	F
MB-0264	Myofibroblasts	0.0583941605839416	F
MB-0264	Vascular SMA+	0	F
MB-0264	B cells	0	F
MB-0265	Fibroblasts	0.680851063829787	IE/F
MB-0265	Fibroblasts CD68+	0.0638297872340425	IE/F
MB-0265	T cells	0.0212765957446809	IE/F
MB-0265	Myofibroblasts	0.191489361702128	IE/F
MB-0265	Vascular SMA+	0	IE/F
MB-0265	B cells	0	IE/F
MB-0268	Fibroblasts	0.121642969984202	D
MB-0268	Fibroblasts CD68+	0.018957345971564	D
MB-0268	T cells	0.00157977883096367	D
MB-0268	Myofibroblasts	0.0347551342812006	D
MB-0268	Vascular SMA+	0	D
MB-0268	B cells	0	D
MB-0269	Fibroblasts	0.0443587270973963	F
MB-0269	Fibroblasts CD68+	0.0212150433944069	F
MB-0269	T cells	0.0183220829315333	F
MB-0269	Myofibroblasts	0.496624879459981	F
MB-0269	Vascular SMA+	0.029893924783028	F
MB-0269	B cells	0	F
MB-0270	Fibroblasts	0.0875232774674116	D
MB-0270	Fibroblasts CD68+	0.015828677839851	D
MB-0270	T cells	0.021415270018622	D
MB-0270	Myofibroblasts	0.0325884543761639	D
MB-0270	Vascular SMA+	0.000931098696461825	D
MB-0270	B cells	0	D
MB-0272	Fibroblasts	0.0932203389830508	IE
MB-0272	Fibroblasts CD68+	0.13020030816641	IE
MB-0272	T cells	0.0146379044684129	IE
MB-0272	Myofibroblasts	0.0546995377503852	IE
MB-0272	Vascular SMA+	0	IE
MB-0272	B cells	0	IE
MB-0273	Fibroblasts	0.742857142857143	D
MB-0273	Fibroblasts CD68+	0.0285714285714286	D
MB-0273	T cells	0	D
MB-0273	Myofibroblasts	0.128571428571429	D
MB-0273	Vascular SMA+	0	D
MB-0273	B cells	0	D
MB-0275	Fibroblasts	0.253588516746411	F
MB-0275	Fibroblasts CD68+	0.0430622009569378	F
MB-0275	T cells	0.00239234449760766	F
MB-0275	Myofibroblasts	0.114832535885167	F
MB-0275	Vascular SMA+	0.00478468899521531	F
MB-0275	B cells	0	F
MB-0278	Fibroblasts	0.285714285714286	D
MB-0278	Fibroblasts CD68+	0.155737704918033	D
MB-0278	T cells	0.0480093676814988	D
MB-0278	Myofibroblasts	0.202576112412178	D
MB-0278	Vascular SMA+	0.0163934426229508	D
MB-0278	B cells	0.00117096018735363	D
MB-0279	Fibroblasts	0.0463878326996198	IE/F
MB-0279	Fibroblasts CD68+	0.0129277566539924	IE/F
MB-0279	T cells	0.0494296577946768	IE/F
MB-0279	Myofibroblasts	0.174904942965779	IE/F
MB-0279	Vascular SMA+	0.0114068441064639	IE/F
MB-0279	B cells	0.000760456273764259	IE/F
MB-0280	Fibroblasts	0.28169014084507	D
MB-0280	Fibroblasts CD68+	0.0158450704225352	D
MB-0280	T cells	0.00880281690140845	D
MB-0280	Myofibroblasts	0.286971830985915	D
MB-0280	Vascular SMA+	0.00528169014084507	D
MB-0280	B cells	0	D
MB-0282	Fibroblasts	0.0586734693877551	F
MB-0282	Fibroblasts CD68+	0.0561224489795918	F
MB-0282	T cells	0.0153061224489796	F
MB-0282	Myofibroblasts	0.275510204081633	F
MB-0282	Vascular SMA+	0.00510204081632653	F
MB-0282	B cells	0	F
MB-0285	Fibroblasts	0.0924313462826524	F
MB-0285	Fibroblasts CD68+	0.028801071667783	F
MB-0285	T cells	0.00468854655056932	F
MB-0285	Myofibroblasts	0.211654387139987	F
MB-0285	Vascular SMA+	0.014065639651708	F
MB-0285	B cells	0	F
MB-0286	Fibroblasts	0.126623376623377	F
MB-0286	Fibroblasts CD68+	0.0551948051948052	F
MB-0286	T cells	0.00324675324675325	F
MB-0286	Myofibroblasts	0.275974025974026	F
MB-0286	Vascular SMA+	0.0194805194805195	F
MB-0286	B cells	0	F
MB-0287	Fibroblasts	0.16260162601626	D
MB-0287	Fibroblasts CD68+	0.0174216027874564	D
MB-0287	T cells	0.00116144018583043	D
MB-0287	Myofibroblasts	0.21718931475029	D
MB-0287	Vascular SMA+	0.00116144018583043	D
MB-0287	B cells	0	D
MB-0288	Fibroblasts	0.312796208530806	IE/F
MB-0288	Fibroblasts CD68+	0.028436018957346	IE/F
MB-0288	T cells	0.018957345971564	IE/F
MB-0288	Myofibroblasts	0.184834123222749	IE/F
MB-0288	Vascular SMA+	0.004739336492891	IE/F
MB-0288	B cells	0	IE/F
MB-0289	Fibroblasts	0.231435643564356	F
MB-0289	Fibroblasts CD68+	0.0693069306930693	F
MB-0289	T cells	0.295792079207921	F
MB-0289	Myofibroblasts	0.0866336633663366	F
MB-0289	Vascular SMA+	0.00371287128712871	F
MB-0289	B cells	0.077970297029703	F
MB-0290	Fibroblasts	0.170418006430868	IE/F
MB-0290	Fibroblasts CD68+	0.0192926045016077	IE/F
MB-0290	T cells	0.0498392282958199	IE/F
MB-0290	Myofibroblasts	0.34887459807074	IE/F
MB-0290	Vascular SMA+	0.0610932475884244	IE/F
MB-0290	B cells	0	IE/F
MB-0291	Fibroblasts	0.0439238653001464	D
MB-0291	Fibroblasts CD68+	0.0226939970717423	D
MB-0291	T cells	0.000732064421669107	D
MB-0291	Myofibroblasts	0.249633967789165	D
MB-0291	Vascular SMA+	0.00292825768667643	D
MB-0291	B cells	0	D
MB-0292	Fibroblasts	0.0216919739696312	F
MB-0292	Fibroblasts CD68+	0.0249457700650759	F
MB-0292	T cells	0.00542299349240781	F
MB-0292	Myofibroblasts	0.155097613882863	F
MB-0292	Vascular SMA+	0.0130151843817787	F
MB-0292	B cells	0	F
MB-0294	Fibroblasts	0.609400324149109	IE/F
MB-0294	Fibroblasts CD68+	0.0761750405186386	IE/F
MB-0294	T cells	0.00810372771474878	IE/F
MB-0294	Myofibroblasts	0.0777957860615883	IE/F
MB-0294	Vascular SMA+	0	IE/F
MB-0294	B cells	0	IE/F
MB-0301	Fibroblasts	0.0449859418931584	F
MB-0301	Fibroblasts CD68+	0.0149953139643861	F
MB-0301	T cells	0.00374882849109653	F
MB-0301	Myofibroblasts	0.104029990627929	F
MB-0301	Vascular SMA+	0.0168697282099344	F
MB-0301	B cells	0	F
MB-0302	Fibroblasts	0.4	F
MB-0302	Fibroblasts CD68+	0.05	F
MB-0302	T cells	0.05	F
MB-0302	Myofibroblasts	0.23	F
MB-0302	Vascular SMA+	0.04	F
MB-0302	B cells	0.02	F
MB-0304	Fibroblasts	0.202372644801117	D
MB-0304	Fibroblasts CD68+	0.0460572226099093	D
MB-0304	T cells	0.00348918353105373	D
MB-0304	Myofibroblasts	0.0383810188415911	D
MB-0304	Vascular SMA+	0	D
MB-0304	B cells	0	D
MB-0305	Fibroblasts	0.101123595505618	IE/F
MB-0305	Fibroblasts CD68+	0.050561797752809	IE/F
MB-0305	T cells	0.00642054574638844	IE/F
MB-0305	Myofibroblasts	0.198234349919743	IE/F
MB-0305	Vascular SMA+	0	IE/F
MB-0305	B cells	0	IE/F
MB-0307	Fibroblasts	0.29765625	IE
MB-0307	Fibroblasts CD68+	0.0375	IE
MB-0307	T cells	0.09140625	IE
MB-0307	Myofibroblasts	0.27265625	IE
MB-0307	Vascular SMA+	0.00078125	IE
MB-0307	B cells	0.0078125	IE
MB-0308	Fibroblasts	0.10663082437276	F
MB-0308	Fibroblasts CD68+	0.0161290322580645	F
MB-0308	T cells	0.003584229390681	F
MB-0308	Myofibroblasts	0.257168458781362	F
MB-0308	Vascular SMA+	0.00985663082437276	F
MB-0308	B cells	0.0017921146953405	F
MB-0309	Fibroblasts	0.0924195223260644	F
MB-0309	Fibroblasts CD68+	0.00623052959501558	F
MB-0309	T cells	0.00311526479750779	F
MB-0309	Myofibroblasts	0.14018691588785	F
MB-0309	Vascular SMA+	0.00207684319833853	F
MB-0309	B cells	0	F
MB-0311	Fibroblasts	0.0721649484536082	D
MB-0311	Fibroblasts CD68+	0.0371134020618557	D
MB-0311	T cells	0	D
MB-0311	Myofibroblasts	0.474226804123711	D
MB-0311	Vascular SMA+	0.00824742268041237	D
MB-0311	B cells	0	D
MB-0312	Fibroblasts	0.0106609808102345	F
MB-0312	Fibroblasts CD68+	0.0101279317697228	F
MB-0312	T cells	0	F
MB-0312	Myofibroblasts	0.005863539445629	F
MB-0312	Vascular SMA+	0.00159914712153518	F
MB-0312	B cells	0	F
MB-0314	Fibroblasts	0.0349693251533742	D
MB-0314	Fibroblasts CD68+	0.00552147239263804	D
MB-0314	T cells	0.00552147239263804	D
MB-0314	Myofibroblasts	0.244171779141104	D
MB-0314	Vascular SMA+	0.00797546012269939	D
MB-0314	B cells	0	D
MB-0316	Fibroblasts	0.400839454354669	IE
MB-0316	Fibroblasts CD68+	0.0377754459601259	IE
MB-0316	T cells	0.068205666316894	IE
MB-0316	Myofibroblasts	0.164742917103882	IE
MB-0316	Vascular SMA+	0.00209863588667366	IE
MB-0316	B cells	0.0209863588667366	IE
MB-0318	Fibroblasts	0.176086956521739	D
MB-0318	Fibroblasts CD68+	0.00652173913043478	D
MB-0318	T cells	0.00434782608695652	D
MB-0318	Myofibroblasts	0.106521739130435	D
MB-0318	Vascular SMA+	0.00072463768115942	D
MB-0318	B cells	0	D
MB-0319	Fibroblasts	0.251304347826087	D
MB-0319	Fibroblasts CD68+	0.031304347826087	D
MB-0319	T cells	0.00521739130434783	D
MB-0319	Myofibroblasts	0.0730434782608696	D
MB-0319	Vascular SMA+	0.00782608695652174	D
MB-0319	B cells	0	D
MB-0320	Fibroblasts	0.344746162927981	F
MB-0320	Fibroblasts CD68+	0.0118063754427391	F
MB-0320	T cells	0.0106257378984652	F
MB-0320	Myofibroblasts	0.0755608028335301	F
MB-0320	Vascular SMA+	0.0188902007083825	F
MB-0320	B cells	0	F
MB-0321	Fibroblasts	0.131505316172356	D
MB-0321	Fibroblasts CD68+	0.0246222719641858	D
MB-0321	T cells	0.0139899272523783	D
MB-0321	Myofibroblasts	0.0391717963066592	D
MB-0321	Vascular SMA+	0.00167879127028539	D
MB-0321	B cells	0	D
MB-0322	Fibroblasts	0.0768782760629004	IE/F
MB-0322	Fibroblasts CD68+	0.0570762958648806	IE/F
MB-0322	T cells	0.0139778683750728	IE/F
MB-0322	Myofibroblasts	0.202096680256261	IE/F
MB-0322	Vascular SMA+	0.017472335468841	IE/F
MB-0322	B cells	0	IE/F
MB-0324	Fibroblasts	0.0489344909234412	IE
MB-0324	Fibroblasts CD68+	0.00710339384372534	IE
MB-0324	T cells	0.0134175217048145	IE
MB-0324	Myofibroblasts	0.0489344909234412	IE
MB-0324	Vascular SMA+	0.00236779794790845	IE
MB-0324	B cells	0	IE
MB-0325	Fibroblasts	0.0897560975609756	IE
MB-0325	Fibroblasts CD68+	0.00682926829268293	IE
MB-0325	T cells	0.00292682926829268	IE
MB-0325	Myofibroblasts	0.00390243902439024	IE
MB-0325	Vascular SMA+	0	IE
MB-0325	B cells	0	IE
MB-0336	Fibroblasts	0.0780542986425339	D
MB-0336	Fibroblasts CD68+	0.00565610859728507	D
MB-0336	T cells	0.00113122171945701	D
MB-0336	Myofibroblasts	0.0769230769230769	D
MB-0336	Vascular SMA+	0.00113122171945701	D
MB-0336	B cells	0	D
MB-0339	Fibroblasts	0.0529857022708158	F
MB-0339	Fibroblasts CD68+	0.0134566862910008	F
MB-0339	T cells	0.00168208578637511	F
MB-0339	Myofibroblasts	0.315391084945332	F
MB-0339	Vascular SMA+	0.000841042893187553	F
MB-0339	B cells	0.000841042893187553	F
MB-0340	Fibroblasts	0.504176904176904	F
MB-0340	Fibroblasts CD68+	0.0643734643734644	F
MB-0340	T cells	0.00393120393120393	F
MB-0340	Myofibroblasts	0.0835380835380835	F
MB-0340	Vascular SMA+	0.000491400491400491	F
MB-0340	B cells	0.000982800982800983	F
MB-0342	Fibroblasts	0.242506811989101	IE/F
MB-0342	Fibroblasts CD68+	0.125340599455041	IE/F
MB-0342	T cells	0.122615803814714	IE/F
MB-0342	Myofibroblasts	0.215258855585831	IE/F
MB-0342	Vascular SMA+	0	IE/F
MB-0342	B cells	0	IE/F
MB-0343	Fibroblasts	0.169535283993115	F
MB-0343	Fibroblasts CD68+	0.0370051635111876	F
MB-0343	T cells	0.0249569707401033	F
MB-0343	Myofibroblasts	0.191910499139415	F
MB-0343	Vascular SMA+	0	F
MB-0343	B cells	0	F
MB-0344	Fibroblasts	0.259780907668232	IE/F
MB-0344	Fibroblasts CD68+	0.0297339593114241	IE/F
MB-0344	T cells	0.0125195618153365	IE/F
MB-0344	Myofibroblasts	0.231611893583725	IE/F
MB-0344	Vascular SMA+	0.195618153364632	IE/F
MB-0344	B cells	0	IE/F
MB-0345	Fibroblasts	0.31980319803198	F
MB-0345	Fibroblasts CD68+	0.028290282902829	F
MB-0345	T cells	0.040590405904059	F
MB-0345	Myofibroblasts	0.19680196801968	F
MB-0345	Vascular SMA+	0.019680196801968	F
MB-0345	B cells	0.002460024600246	F
MB-0348	Fibroblasts	0.0118898623279099	D
MB-0348	Fibroblasts CD68+	0.00688360450563204	D
MB-0348	T cells	0.00500625782227785	D
MB-0348	Myofibroblasts	0.0963704630788486	D
MB-0348	Vascular SMA+	0.00187734668335419	D
MB-0348	B cells	0	D
MB-0349	Fibroblasts	0.336719883889695	D
MB-0349	Fibroblasts CD68+	0.113207547169811	D
MB-0349	T cells	0.0522496371552975	D
MB-0349	Myofibroblasts	0.259796806966618	D
MB-0349	Vascular SMA+	0.00290275761973875	D
MB-0349	B cells	0.00290275761973875	D
MB-0350	Fibroblasts	0.00561167227833894	D
MB-0350	Fibroblasts CD68+	0	D
MB-0350	T cells	0	D
MB-0350	Myofibroblasts	0	D
MB-0350	Vascular SMA+	0	D
MB-0350	B cells	0	D
MB-0353	Fibroblasts	0.166475315729047	D
MB-0353	Fibroblasts CD68+	0.0654420206659013	D
MB-0353	T cells	0.0206659012629162	D
MB-0353	Myofibroblasts	0.0654420206659013	D
MB-0353	Vascular SMA+	0.00918484500574053	D
MB-0353	B cells	0	D
MB-0354	Fibroblasts	0.0997732426303855	IE/F
MB-0354	Fibroblasts CD68+	0.0476190476190476	IE/F
MB-0354	T cells	0.072562358276644	IE/F
MB-0354	Myofibroblasts	0.482993197278912	IE/F
MB-0354	Vascular SMA+	0.00453514739229025	IE/F
MB-0354	B cells	0	IE/F
MB-0356	Fibroblasts	0.0347826086956522	IE/F
MB-0356	Fibroblasts CD68+	0.0195652173913043	IE/F
MB-0356	T cells	0	IE/F
MB-0356	Myofibroblasts	0.0652173913043478	IE/F
MB-0356	Vascular SMA+	0.00434782608695652	IE/F
MB-0356	B cells	0	IE/F
MB-0359	Fibroblasts	0.258249641319943	IE/F
MB-0359	Fibroblasts CD68+	0.0315638450502152	IE/F
MB-0359	T cells	0.351506456241033	IE/F
MB-0359	Myofibroblasts	0.0688665710186514	IE/F
MB-0359	Vascular SMA+	0.00143472022955524	IE/F
MB-0359	B cells	0.0502152080344333	IE/F
MB-0360	Fibroblasts	0.0509005481597494	D
MB-0360	Fibroblasts CD68+	0.00548159749412686	D
MB-0360	T cells	0.0540328895849648	D
MB-0360	Myofibroblasts	0.150352388410337	D
MB-0360	Vascular SMA+	0	D
MB-0360	B cells	0	D
MB-0361	Fibroblasts	0.0155148095909732	D
MB-0361	Fibroblasts CD68+	0.00423131170662906	D
MB-0361	T cells	0	D
MB-0361	Myofibroblasts	0.246826516220028	D
MB-0361	Vascular SMA+	0.00564174894217207	D
MB-0361	B cells	0	D
MB-0362	Fibroblasts	0.0523864959254948	F
MB-0362	Fibroblasts CD68+	0.0116414435389988	F
MB-0362	T cells	0.00232828870779977	F
MB-0362	Myofibroblasts	0.122235157159488	F
MB-0362	Vascular SMA+	0.00465657741559953	F
MB-0362	B cells	0	F
MB-0363	Fibroblasts	0.0442722744881018	IE
MB-0363	Fibroblasts CD68+	0.00830105146651909	IE
MB-0363	T cells	0.0332042058660764	IE
MB-0363	Myofibroblasts	0.00996126175982291	IE
MB-0363	Vascular SMA+	0	IE
MB-0363	B cells	0.00664084117321527	IE
MB-0364	Fibroblasts	0.428874734607219	F
MB-0364	Fibroblasts CD68+	0.0743099787685775	F
MB-0364	T cells	0.0169851380042463	F
MB-0364	Myofibroblasts	0.184713375796178	F
MB-0364	Vascular SMA+	0.0382165605095541	F
MB-0364	B cells	0.00212314225053079	F
MB-0365	Fibroblasts	0.695652173913043	IE
MB-0365	Fibroblasts CD68+	0.121739130434783	IE
MB-0365	T cells	0.0521739130434783	IE
MB-0365	Myofibroblasts	0.0869565217391304	IE
MB-0365	Vascular SMA+	0	IE
MB-0365	B cells	0	IE
MB-0366	Fibroblasts	0.01698670605613	F
MB-0366	Fibroblasts CD68+	0.0051698670605613	F
MB-0366	T cells	0.00295420974889217	F
MB-0366	Myofibroblasts	0.0849335302806499	F
MB-0366	Vascular SMA+	0.000738552437223043	F
MB-0366	B cells	0	F
MB-0367	Fibroblasts	0.214864864864865	IE/F
MB-0367	Fibroblasts CD68+	0.027027027027027	IE/F
MB-0367	T cells	0.027027027027027	IE/F
MB-0367	Myofibroblasts	0.318918918918919	IE/F
MB-0367	Vascular SMA+	0.00135135135135135	IE/F
MB-0367	B cells	0	IE/F
MB-0369	Fibroblasts	0.0659630606860158	D
MB-0369	Fibroblasts CD68+	0.0244063324538259	D
MB-0369	T cells	0.00923482849604222	D
MB-0369	Myofibroblasts	0.0244063324538259	D
MB-0369	Vascular SMA+	0.00197889182058048	D
MB-0369	B cells	0	D
MB-0370	Fibroblasts	0.0390334572490706	IE
MB-0370	Fibroblasts CD68+	0.00743494423791822	IE
MB-0370	T cells	0	IE
MB-0370	Myofibroblasts	0.0315985130111524	IE
MB-0370	Vascular SMA+	0	IE
MB-0370	B cells	0	IE
MB-0374	Fibroblasts	0.846153846153846	F
MB-0374	Fibroblasts CD68+	0	F
MB-0374	T cells	0	F
MB-0374	Myofibroblasts	0.153846153846154	F
MB-0374	Vascular SMA+	0	F
MB-0374	B cells	0	F
MB-0375	Fibroblasts	0.310730253353204	IE
MB-0375	Fibroblasts CD68+	0.0596125186289121	IE
MB-0375	T cells	0.188524590163934	IE
MB-0375	Myofibroblasts	0.0514157973174367	IE
MB-0375	Vascular SMA+	0.000745156482861401	IE
MB-0375	B cells	0.011177347242921	IE
MB-0377	Fibroblasts	0.215399610136452	F
MB-0377	Fibroblasts CD68+	0.0311890838206628	F
MB-0377	T cells	0.087719298245614	F
MB-0377	Myofibroblasts	0.38401559454191	F
MB-0377	Vascular SMA+	0.0185185185185185	F
MB-0377	B cells	0	F
MB-0378	Fibroblasts	0.0310344827586207	D
MB-0378	Fibroblasts CD68+	0.0224137931034483	D
MB-0378	T cells	0.0172413793103448	D
MB-0378	Myofibroblasts	0.137931034482759	D
MB-0378	Vascular SMA+	0.00172413793103448	D
MB-0378	B cells	0	D
MB-0379	Fibroblasts	0.0359477124183007	F
MB-0379	Fibroblasts CD68+	0.0138888888888889	F
MB-0379	T cells	0.00163398692810458	F
MB-0379	Myofibroblasts	0.398692810457516	F
MB-0379	Vascular SMA+	0.0179738562091503	F
MB-0379	B cells	0.000816993464052288	F
MB-0380	Fibroblasts	0.0554156171284635	IE
MB-0380	Fibroblasts CD68+	0.0411418975650714	IE
MB-0380	T cells	0.0386230058774139	IE
MB-0380	Myofibroblasts	0.035264483627204	IE
MB-0380	Vascular SMA+	0.00251889168765743	IE
MB-0380	B cells	0	IE
MB-0381	Fibroblasts	0.056633048875097	D
MB-0381	Fibroblasts CD68+	0.0178432893716059	D
MB-0381	T cells	0.00465477114041893	D
MB-0381	Myofibroblasts	0.269200930954228	D
MB-0381	Vascular SMA+	0.0108611326609775	D
MB-0381	B cells	0	D
MB-0382	Fibroblasts	0.0162162162162162	IE/F
MB-0382	Fibroblasts CD68+	0.0567567567567568	IE/F
MB-0382	T cells	0.0324324324324324	IE/F
MB-0382	Myofibroblasts	0.143243243243243	IE/F
MB-0382	Vascular SMA+	0.0027027027027027	IE/F
MB-0382	B cells	0	IE/F
MB-0383	Fibroblasts	0.0659767141009056	F
MB-0383	Fibroblasts CD68+	0.0349288486416559	F
MB-0383	T cells	0	F
MB-0383	Myofibroblasts	0.305304010349289	F
MB-0383	Vascular SMA+	0	F
MB-0383	B cells	0	F
MB-0384	Fibroblasts	0.0448772226926334	D
MB-0384	Fibroblasts CD68+	0.0135478408128704	D
MB-0384	T cells	0.000846740050804403	D
MB-0384	Myofibroblasts	0.209991532599492	D
MB-0384	Vascular SMA+	0.012701100762066	D
MB-0384	B cells	0	D
MB-0385	Fibroblasts	0.0268456375838926	IE
MB-0385	Fibroblasts CD68+	0	IE
MB-0385	T cells	0.024928092042186	IE
MB-0385	Myofibroblasts	0.00671140939597315	IE
MB-0385	Vascular SMA+	0	IE
MB-0385	B cells	0	IE
MB-0386	Fibroblasts	0.128125	F
MB-0386	Fibroblasts CD68+	0.03125	F
MB-0386	T cells	0	F
MB-0386	Myofibroblasts	0.25	F
MB-0386	Vascular SMA+	0.003125	F
MB-0386	B cells	0	F
MB-0388	Fibroblasts	0.380102040816327	IE/F
MB-0388	Fibroblasts CD68+	0.0561224489795918	IE/F
MB-0388	T cells	0.0739795918367347	IE/F
MB-0388	Myofibroblasts	0.186224489795918	IE/F
MB-0388	Vascular SMA+	0.0153061224489796	IE/F
MB-0388	B cells	0.0548469387755102	IE/F
MB-0389	Fibroblasts	0.102529960053262	IE
MB-0389	Fibroblasts CD68+	0.0279627163781625	IE
MB-0389	T cells	0.0113182423435419	IE
MB-0389	Myofibroblasts	0.0639147802929427	IE
MB-0389	Vascular SMA+	0	IE
MB-0389	B cells	0.00066577896138482	IE
MB-0391	Fibroblasts	0.0921610169491525	IE
MB-0391	Fibroblasts CD68+	0.086864406779661	IE
MB-0391	T cells	0.0667372881355932	IE
MB-0391	Myofibroblasts	0.113347457627119	IE
MB-0391	Vascular SMA+	0.00105932203389831	IE
MB-0391	B cells	0.00211864406779661	IE
MB-0392	Fibroblasts	0.397849462365591	F
MB-0392	Fibroblasts CD68+	0.043010752688172	F
MB-0392	T cells	0.0376344086021505	F
MB-0392	Myofibroblasts	0.424731182795699	F
MB-0392	Vascular SMA+	0.0161290322580645	F
MB-0392	B cells	0	F
MB-0393	Fibroblasts	0.16342082980525	IE
MB-0393	Fibroblasts CD68+	0.265029635901778	IE
MB-0393	T cells	0.0914479254868755	IE
MB-0393	Myofibroblasts	0.212531752751905	IE
MB-0393	Vascular SMA+	0.000846740050804403	IE
MB-0393	B cells	0.00338696020321761	IE
MB-0394	Fibroblasts	0.112190812720848	F
MB-0394	Fibroblasts CD68+	0.0176678445229682	F
MB-0394	T cells	0.0110424028268551	F
MB-0394	Myofibroblasts	0.107332155477032	F
MB-0394	Vascular SMA+	0.0123674911660777	F
MB-0394	B cells	0	F
MB-0395	Fibroblasts	0.0224274406332454	IE
MB-0395	Fibroblasts CD68+	0.0184696569920844	IE
MB-0395	T cells	0.00263852242744063	IE
MB-0395	Myofibroblasts	0.138522427440633	IE
MB-0395	Vascular SMA+	0.00131926121372032	IE
MB-0395	B cells	0	IE
MB-0396	Fibroblasts	0.19983416252073	IE
MB-0396	Fibroblasts CD68+	0.00995024875621891	IE
MB-0396	T cells	0.0588723051409619	IE
MB-0396	Myofibroblasts	0.00414593698175788	IE
MB-0396	Vascular SMA+	0	IE
MB-0396	B cells	0	IE
MB-0397	Fibroblasts	0.182745098039216	F
MB-0397	Fibroblasts CD68+	0.047843137254902	F
