group,Sample,Gene_symbol,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC
HER2+,CURTIS_H001637,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001637,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001637,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001637,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001637,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001637,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001637,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001637,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001637,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001637,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001637,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001627,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001627,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001627,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001627,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001627,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001627,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001627,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001627,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001627,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001627,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001627,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001627,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001616,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001616,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001616,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001616,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001616,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001616,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001616,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001616,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001616,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001616,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H001616,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001616,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001616,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001616,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001616,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001616,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001616,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001616,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001616,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001616,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001616,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001616,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001616,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H001616,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001616,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H001616,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001616,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001596,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001596,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001595,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001595,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001595,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001595,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001595,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001595,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001595,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001595,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001595,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001595,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001595,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001595,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H001595,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001595,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001595,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001595,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001595,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H001595,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001595,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001595,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H001595,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001595,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H001595,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001595,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001595,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001595,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001595,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001595,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001595,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001595,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H001595,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001595,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001595,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001595,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001595,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001595,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001595,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001595,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001595,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001595,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001595,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H001595,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001595,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001595,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001595,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001595,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001595,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001595,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001595,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001595,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001595,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001595,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001595,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001595,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001595,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H001595,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001595,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001595,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001595,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001595,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001595,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001595,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001595,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001595,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001595,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001595,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001595,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001595,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001590,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001590,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001590,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001590,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001590,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001590,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001590,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001590,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001590,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001590,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001590,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001590,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001590,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001590,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001590,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001590,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001590,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001590,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001590,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001590,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001590,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001590,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H001590,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001590,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001590,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001590,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001590,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001590,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001590,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001590,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001590,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001590,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001590,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001590,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001590,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001590,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001590,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001590,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001590,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001590,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001590,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001590,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001590,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001590,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001590,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001590,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001590,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001590,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001590,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001590,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001590,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001590,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001590,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001586,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001586,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001586,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001586,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H001586,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H001586,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001586,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001586,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001586,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001586,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H001586,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001586,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H001586,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001586,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H001586,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001586,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H001586,MTL5,68474908,68519032,11q13,IC2
HER2+,CURTIS_H001586,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H001586,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001586,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001583,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001583,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001583,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001583,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001583,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001583,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001583,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001583,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001581,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001581,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001581,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001581,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001581,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001581,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001581,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001581,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001556,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001556,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001556,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001556,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001556,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001556,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001556,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001556,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001556,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001556,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H001556,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001556,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001556,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001556,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001556,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001556,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001556,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001556,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001556,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001556,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001556,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001556,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001556,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H001556,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001556,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H001556,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001556,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001555,POLD4,67118248,67124443,11q13,IC2
HER2+,CURTIS_H001555,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001555,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001555,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001555,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001555,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001555,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001555,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001555,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001555,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001555,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001555,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001555,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001555,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001555,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001555,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001555,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001555,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001555,PPP1CA,67165654,67188654,11q13,IC2
HER2+,CURTIS_H001555,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H001555,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001555,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001555,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001555,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001555,RPS6KB2,67195931,67202879,11q13,IC2
HER2+,CURTIS_H001555,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H001555,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001555,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001555,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H001555,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001555,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H001555,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H001555,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001555,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001555,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001555,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001555,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001555,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001555,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001555,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001555,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001555,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H001555,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001555,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001555,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001555,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001555,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001555,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001555,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001555,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001555,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001555,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001555,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001555,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001555,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001555,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001555,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H001555,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001555,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001555,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001555,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001555,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001555,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001555,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001555,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001555,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001555,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001555,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001555,RAD9A,67085342,67165881,11q13,IC2
HER2+,CURTIS_H001555,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001555,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001555,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001555,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001555,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H001555,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001555,CCS,66360292,66373490,11q13,IC2
HER2+,CURTIS_H001555,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001555,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001555,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H001555,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001555,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001555,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001555,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H001555,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001555,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001555,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001555,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001555,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001555,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001555,SSH3,67070919,67080078,11q13,IC2
HER2+,CURTIS_H001555,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001555,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001555,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001555,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001550,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001550,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001550,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001550,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001550,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001550,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001550,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001550,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H001550,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001550,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001550,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001550,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H001550,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001550,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001550,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H001550,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H001550,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001550,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001550,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001550,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001550,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001550,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001550,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001550,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001550,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001550,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001550,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001550,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001550,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H001550,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001550,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001550,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001550,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001550,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001550,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001550,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001550,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001550,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001550,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001550,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001550,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H001550,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001550,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001550,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001550,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001550,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001550,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001550,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001550,RAD21,117858174,117887105,8q24,IC9
