sample_name,amplicon_number,feature,gene,gene_cn,truncated,Ensembl_ID,Alias,gencode_seqnames_hg19,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC,amplicon_decomposition_class,ecDNA+,BFB+,ecDNA_amplicons
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,MYC,4.54951993416,None,,,chr8,128747680,128753680,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,NSMCE2,4.49147241755,None,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,PHF20L1,4.41550527546,None,ENSG00000129292,,chr8,133787604,133861052,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,POLG2,11.170308388199999,None,ENSG00000136480,,chr17,62473902,62493154,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,PPM1D,16.4871821625,None,ENSG00000170836,,chr17,58677544,58743641,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,PTRH2,16.6366816398,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,RNFT1,16.6366816398,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,RPS6KB1,16.6366816398,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,SQLE,4.49147241755,None,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,ST3GAL1,7.229409413099999,None,ENSG00000008513,,chr8,134467091,134584183,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,TMEM49,16.6366816398,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,TUBD1,16.6366816398,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,USP32,13.9273222071,None,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,WDR67,4.49147241755,None,ENSG00000156787,TBC1D31,chr8,124054208,124164393,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004634_T01_01_WG01,amplicon1,unknown_1,WDYHV1,4.49147241755,None,ENSG00000156795,,chr8,124428965,124482268,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,ATAD2,4.94763651166,None,ENSG00000156802,,chr8,124332090,124428590,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,C8orf76,4.94763651166,None,ENSG00000189376,,chr8,124232197,124253638,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,DERL1,4.94763651166,None,ENSG00000136986,,chr8,124025404,124054663,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,FAM91A1,4.94763651166,None,ENSG00000176853,,chr8,124780696,124827692,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,MYC,10.346997002,None,,,chr8,128747680,128753680,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,WDR67,4.94763651166,None,ENSG00000156787,TBC1D31,chr8,124054208,124164393,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,ecDNA_1,WDYHV1,4.94763651166,None,ENSG00000156795,,chr8,124428965,124482268,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,unknown_1,EFR3A,4.58837859564,None,ENSG00000132294,,chr8,132916335,133025889,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,unknown_1,PHF20L1,2.40946808694,None,ENSG00000129292,,chr8,133787604,133861052,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H003224_T01_01_WG01,amplicon2,unknown_1,ST3GAL1,2.4255919723400003,None,ENSG00000008513,,chr8,134467091,134584183,8q24,IC9,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,CLTC,5.673096956290001,5p,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,HEATR6,10.2355440848,None,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,PTRH2,8.75701349099,None,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,RNFT1,10.2355440848,None,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,RPS6KB1,10.2355440848,None,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,TMEM49,10.2355440848,None,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004046_T01_01_WG01,amplicon3,unknown_1,TUBD1,10.2355440848,None,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1,Cyclic,Positive,None detected,1
CURTIS_H004055_T01_01_WG01,amplicon1,ecDNA_2,EFR3A,12.970983479200001,None,ENSG00000132294,,chr8,132916335,133025889,8q24,IC9,Cyclic,Positive,None detected,4
CURTIS_H004055_T01_01_WG01,amplicon1,unknown_1,MYC,16.4498466485,None,,,chr8,128747680,128753680,8q24,IC9,Cyclic,Positive,None detected,4
CURTIS_H004055_T01_01_WG01,amplicon1,unknown_1,NSMCE2,24.810438268600002,None,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9,Cyclic,Positive,None detected,4
CURTIS_H004055_T01_01_WG01,amplicon1,unknown_1,SQLE,14.6466686748,None,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9,Cyclic,Positive,None detected,4
CURTIS_H004055_T01_01_WG01,amplicon5,ecDNA_1,CCND1,10.394362686100001,None,ENSG00000110092,,chr11,69455855,69469242,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H004055_T01_01_WG01,amplicon5,ecDNA_1,FGF4,10.426949524600001,None,,,chr11,69585784,69590171,11q13,IC2,Cyclic,Positive,None detected,1
CURTIS_H004055_T01_01_WG01,amplicon5,unknown_1,NADSYN1,5.12074622896,None,ENSG00000172890,,chr11,71164155,71235153,11q13,IC2,Cyclic,Positive,None detected,1
